index,detectedEmotion,emotion,emotionsList,lemmatisation,rate,resultOfDetecting,text,words,wordsAfterLemmatisation,wordsFound
2208,positive,positive,"[świeży, go, warzywo, duży, soczysty, dobry, ludzie]","[świeży, akurat, chociaż, frytka, dużo, trzeba, sos, że, być, go, być, oferta, zjadły, przyznać, warzywo, to, bardzo, mięso, taki, mało, duży, za, sałatka, większość, nie, soczysty, by, raczej, dobry, i, ludzie, w, z]",5.0,0.05353535353535353,"""By pass"" bardzo dobry burger, mięso soczyste, świeże warzywa bardzo dobry sos bbq, jest to największy burger w ofercie i trzeba przyznać że z frytkami i sałatka był taki akurat nie za dużo nie za mało, chociaż większość ludzi by go raczej nie zjadła. Burger...Więcej",45.0,33.0,7.0
2209,positive,positive,"[soczysty, smaczny, dobry, duży, miejsce, ciasno]","[soczysty, warto, warszawa, zawsze, choć, smaczny, dobry, być, duży, tam, bywać, poczekać, tak, tłoczno, kiedy, i, na, samo, miejsce, ciasno, w]",4.0,0.14761904761904762,"Najlepszy burger w Warszawie. Zawsze kiedy tam jestem tak samo smaczny, soczysty i duży :). Warto poczekać na miejsce choć bywa ciasno i tłoczno.",24.0,21.0,6.0
2210,negative,negative,"[sam, znajomy, klient, suchy, który, stara, fajny, czystość, wychodzić, porządek, plus]","[wszystko, sam, być, gdyby, z, pójść, wybór, za, brudno, znajomy, uwaga, czekać, długo, kiedy, no, na, klient, zepsuć, suchy, móc, do, zwracać, obsługa, który, bo, nie, stolik, stara, w, fajny, niedziela, czystość, wychodzić, porządek, bułka, i, plus, być, napój, jeszcze]",3.0,-0.06785714285714288,"Na burgery poszliśmy ze znajomymi w niedzielę. Nie czekaliśmy długo. Sam burger jeszcze byłby w porządku, gdyby nie stara, sucha bułka, która wszystko zepsuła... No i obsługa mogłaby zwracać uwagę na czystość stolików, kiedy wychodzą klienci, bo było brudno. Plus za fajne napoje do wyboru",45.0,40.0,11.0
2211,neutral,positive,[małe],"[porcja, rewelacja, i, z, sekret, polecać, jajko, dobra, małe, sos, dodatki, szpinak]",4.0,0.0,"Dobra burgerownia , polecam!
Sekret Zdzicha ze szpinakiem i jajkiem, rewelacja.
Małe porcje sosów i dodatków.",16.0,12.0,1.0
2212,positive,positive,"[smaczny, pomocny, mały, fajny, lekki]","[lokalik, wybór, w, napój, jedzenie, klimat, dobór, smaczny, pomocny, żarełko, uśmiechnięty, z, i, polecać, mały, bardzo, obsługa, fajny, lekki]",5.0,0.20175438596491227,Mały lokalik z lekkim klimatem :) Bardzo smaczne żarełko i fajny wybór napojów. Obsługa uśmiechnięta i pomocna w doborze i jedzenia i napojów. POLECAM.,24.0,19.0,5.0
2213,negative,positive,"[wielki, wystrój, ręka, mdły, czystość]","[można, wielki, guacamole, pieprz, się, ale, wystrój, za, sól, ręka, dopuścić, być, uwaga, pod, nie, wręcz, mdły, pseudonim, stół, podobnie, i, na, niebo, sałatka, jak, w, zwrócić, czystość, zbrodnia]",5.0,-0.09770114942528736,"Mamas papas dupas bladas - niebo w gebie - bekonik i chorizo - za nie można wręcz dopuścić się zbrodni :)
Guacamole - mdłe, podobnie jak sałatka, ale sól i pieprz jest pod ręką.
P.S. Większa uwagę można zwrócić na czystość stołów. Wystrój i kolorystyka......Więcej",45.0,29.0,5.0
2214,positive,positive,"[rozsądek, duży, piwo, fajny, zdrowy, dobry, ten, miejsce, klimatyczny]","[nastrój, nazwa, rozsądek, wybór, dobrze, że, o, być, duży, piwo, cena, no, fajny, metallika, płyta, zdrowy, taki, do, dobry, ten, brzmieć, miejsce, granica, niekoncernowy, super, nawet, i, nowa, klimatyczny, muzyka, w, z]",5.0,0.1556547619047619,"Super klimatyczne miejsce z dobrymi burgerami o fajnych nazwach (Dirty Harry), ceny w granicach zdrowego rozsądku. Do tego duży wybór niekoncernowych piw. No i super muzyka! Nastrój jest taki, że nawet nowa płyta Metalliki brzmi dobrze.",36.0,32.0,9.0
2215,negative,positive,"[zgoda, warszawski, barn, długi, smak, średni, równy, czas, jeden, raz, dobry, pewność, były, ostatni]","[miał, ciąg, że, zgoda, warszawski, pod, się, barn, długi, smak, średni, równy, przez, wśród, bardzo, zmienić, czas, zjeść, lokal, jeden, do, się, raz, nie, dobry, pewność, wizyta, względem, super, obecnie, były, ostatni, mieć, w, wybierać, obsługa, na]",5.0,-0.015315315315315315,"Barn przez długi czas nie miał sobie równych wśród Warszawskich burgerowni. Wybierając się do lokalu na Zgody 5 mieliście pewność, że zjecie najlepszego burgera. W ciągu 3 ostatnich wizyt, 2 razy były super, jeden bardzo średni. Średni pod względem smaku. Obecnie obsługa się zmieniła i...Więcej",45.0,37.0,14.0
2216,positive,positive,"[sam, dobry, zbyt, bez]","[tutaj, przeczytać, sam, ale, lepsze, centrum, warszawa, dobry, zbyt, opinia, szal, szczerze, bez, w, oczekiwanie, smacznie, po]",4.0,0.054901960784313725,"Dobry burger w samym centrum Warszawy, ale szczerze jadlam lepsze. Moze po opiniach przeczytanych tutaj mialam zbyt wygorowane oczekiwania.. smacznie, ale bez szalu",23.0,17.0,4.0
2217,positive,positive,"[bez, miejsce, istotny, problem, dobry, odmiana]","[bez, można, co, cena, ale, frytki, być, być, tak, bekon, talerz, miejsce, na, istotny, mięso, jak, między, stanowić, do, problem, dla, bułka, nie, przyjść, dobre, ładnie, bułka, dobry, podanie, wysmażyć, zjedzenie, w, odmiana]",4.0,0.02828282828282828,"Dobre miejsce do zjedzenia burgera. Mięso dobre, podanie na talerzu bez bułki nie stanowi problemu. Ładnie wysmażony bekon. Nie jest tak dobry jak Między Bułkami, ale dla odmiany można przyjść. Co istotne, frytki są w cenie burgera.",37.0,33.0,6.0
2218,negative,positive,"[mama, miejsce, który, znajomy, jaki, sam, problem]","[warto, zamiast, z, podoba, że, być, kart, miesiąc, mama, sos, tu, stała, to, bardzo, miejsce, te, który, w, się, często, frytka, uwielbiać, braknąć, znajomy, jaki, siedzący, sam, z, i, mi, podawać, przychodzić, problem, jednak, rodzina]",5.0,-0.028571428571428567,Uwielbiam tu przychodzić ze znajomymi i rodziną. Uwielbiam burgery miesiące i te które są stałe w karcie. Bardzo podoba mi się to że zamiast samego burgera są podawane z frytkami sosem i surówką.Jedyny problem jaki mam to że często braknie miejsc siedzący jednak warto na...Więcej,45.0,35.0,7.0
2219,positive,negative,"[mocno, solidny, ogromny, głód, miejsce, ludzie, jeden, smaczny, wrocławski, ciasny]","[można, maja, warszawianka, mocno, solidny, ogromny, głód, porcja, na, tu, zapychać, miejsce, wybrać, jakby, coś, ludzie, tym, jeden, przyprowadzić, się, bo, nie, oblegać, popularny, smaczny, miąć, koleżanka, jadło, a, nawet, i, wrocławski, lokal, dość, w, ciasny, niedaleko, jeszcze]",3.0,0.03947368421052632,"Koleżanka Warszawianka mnie tu przyprowadziła na smaczne burgery...smaczne bo nie jadła wrocławskich. Porcje dość solidne, zapychające nawet a i wybrać można coś na ogromny głód. Miejsce dość popularne, mocno oblegane i dość ciasne. Niedaleko mają jeszcze jeden lokal jakby się ludzie w tym nie zmieścili:-)....Więcej",45.0,38.0,10.0
2220,positive,positive,"[świeży, każdy, smak, duży, inny, jedyny, osoba, wielki, sam]","[razem, my, wszystko, świeży, zawsze, każdy, tłumaczenie, wszyscy, smak, duży, porcja, inny, no, na, jedyny, lubić, zjeść, minusik, wizyta, to, jak, poziom, osoba, sześć, tym, musieć, w, najwyższy, nie, grono, wielki, a, zadowolić, i, sam, muzyka, być, obsługa]",4.0,0.02192982456140351,"Tym razem wizyta w większym gronie. Burgery jak zawsze na najwyższym poziomie. Każdy zjadł innego, a było nas sześć osób, wszyscy zadowoleni. Porcje duże, wszystko świeże, no i smak samych burgerów. Jedyny minusik to muzyka, nie każdy musi lubić ""straszny metal"" i tłumaczenie obsługi że...Więcej",45.0,38.0,9.0
2221,positive,positive,"[ten, legendarny, konkurencja, barn, jedyny, minus, miejsce, kozak, gdański]","[do, warszawa, zawsze, cena, kasować, ale, być, frytki, ten, szamać, legendarny, sałatka, konkurencja, barn, nawet, i, jedyny, minus, to, miejsce, żarło, w, mało, kozak, gdański, mała]",5.0,0.019230769230769232,"Żarłem burgery w Krakowie, Warszawie, Wrocławiu i w Gdańsku.
Barn Burger kasuje konkurencję - nawet legendarnego Karmela w Surfburgerze w Gdańsku. Do tego frytki w cenie i mała sałatka. Jedyny minus to mało miejsca.
Ale zawsze będąc w Wawie szamam Barna! Kozak!",42.0,26.0,9.0
2222,positive,positive,"[koncert, dobry, ogólnie, fajny]","[hamburger, chcieć, tłuste, coś, prosto, frytki, koncert, zjeść, dobry, strasznie, pociąg, polecać, ogólnie, przed, fajny, z]",4.0,0.15208333333333335,"Prosto z pociągu, przed koncertem Depeche Mode, chciałem coś zjeść.
Hamburger fajny, dobry. Polecam. Frytki strasznie tłuste.
Ogólnie 6/10",19.0,16.0,4.0
2223,positive,positive,"[duży, smaczny, czysty, dobry, fajny, ostry, plus, słodki]","[duży, sumienie, smaczny, za, czysty, dobre, dobry, fajny, i, polecać, nazwa, bardzo, naprawdę, ostry, plus, z, słodki]",5.0,0.3061807331628304,"Burgery bardzo dobre i bardzo duże. Plus za bardzo fajne nazwy burgerów ""Ponury Żniwiarz"" smaczny i naprawdę ostry, ""Kuszenie Gaździny"" dobry słodki burger ;) naprawdę z czystym sumieniem Polecam",29.0,17.0,8.0
2224,negative,positive,"[duży, duży, piwo]","[duży, i, polecać, lokalizacja, bardzo, hamburger, dość, duży, centrum, smacznie, niedaleko, dobra, piwo]",5.0,-0.10256410256410256,"Bardzo smacznie i naprawde duże hamburgery, dobra lokalizacja niedaleko centrum, i dość duży wybor piw, polecam !",17.0,13.0,3.0
2225,negative,positive,"[zgoda, barn, deska, miejsce, jeden, miejsce, ten]","[warto, co, chwila, zgoda, podoba, przeważnie, być, aż, barn, długo, ulubiony, to, na, polecać, moi, piętro, deska, miejsce, do, jeden, się, nie, trwać, miejsce, osobiście, ten, bardzo, zwolnić, więcej, poczekać, zwłaszcza, mi, podanie, ul, lokal, gdzie, z, sposób]",5.0,-0.02631578947368421,"Barn burger to jeden z moich ulubionych burgerów. Warto chwilę poczekać aż się zwolni miejsce, co przeważnie długo nie trwa. Osobiście bardziej polecam lokal na ul. Zgoda, gdzie jest więcej miejsca, zwłaszcza na piętrze.
Podoba mi się sposób podania burgera: na desce, do tego frytki,...Więcej",45.0,38.0,7.0
2226,positive,positive,"[sam, życie, pewność, jedyny, minus, nikt, ogromny, przeciętnie, dobry, ten, jaki, który, głodny]","[wszystko, sam, serwować, frytki, sos, być, wyglądać, się, życie, zdecydowanie, porcja, pewność, polecać, jedyny, minus, nikt, ogromny, przeciętnie, do, w, jedzenie, dobry, ten, salsa, jaki, wynagrodzić, który, z, stąd, i, zawiedziony, lokal, nie, jednak, wejść, głodny]",5.0,0.03518518518518518,"Zdecydowanie najlepszy burger jaki jadlam w życiu! Porcja ogromna, do tego serwowane frytki, salsa, sos BBQ i coleslaw! Z pewnością nikt nie wejdzie stąd głodny i zawiedziony. W 100% polecam! Jedynym minusem jest lokal, który sam w sobie wygląda przeciętnie jednak jedzenie wszystko wynagrodzi!",44.0,36.0,13.0
2227,positive,positive,"[doskonały, barn, znakomity, rozczarowanie, bogaty, barn, droga, wariant]","[doskonały, wszystko, wybór, gdy, barn, miłośnik, że, znakomity, rozczarowanie, moi, bogaty, barn, dla, musza, ulubiony, to, na, przyznać, zmienić, mięso, swoje, odkąd, do, droga, skosztować, doznać, się, propozycja, poszukiwanie, chrupać, wariant, wprowadzić, warszawa, i, poszukiwać, wiele, w, zewnątrz]",5.0,0.0736842105263158,"Barn Burger to doskonała propozycja dla miłośników burgerów. Odkąd wprowadziłem się do Warszawy poszukiwałem swoich ulubionych burgerów i muszę przyznać, że na drodze moich poszukiwań doznałem wielu rozczarowań. Wszystko zmieniło się, gdy skosztowałem burgerów w Barnie. Znakomite mięso, bogaty wybór wariantów, chrupiąca na zewnątrz i...Więcej",45.0,38.0,8.0
2228,positive,positive,"[barn, barn, mama, jedyny, złoty, który, zestaw, miejsce, ten, pyszny]","[warszawa, zawsze, barn, opróżnić, frytka, że, być, barn, mama, cena, na, wiedzieć, jedyny, złoty, kieszenia, cna, salsa, do, który, zestaw, zacząć, miejsce, często, nie, ten, pyszny, twoja, od, kupować, bywać, w, doświadczenie, z]",5.0,0.005050505050505049,"Zacznę od tego, że w Barnie bywam często. Z doświadczenia wiem, że Barn Burger jest jedynym miejscem w Warszawie, które na burgerach nie opróżni Twojej kieszeni do cna. Pysznych burgerach. Kupując burgera (ceny od 19 do 26 zł) mamy zawsze zestaw z frytkami, salsą, sosem...Więcej",45.0,33.0,10.0
2229,positive,positive,"[wielki, sezonowy, jeden, pyszny, przytulny, miła]","[warszawa, w, propozycja, móc, wielki, sezonowy, jedynie, być, z, i, jeden, lokal, obsługa, lepsze, pyszny, przytulny, miła]",4.0,0.12745098039215685,Jedne z lepszych burgerów w Warszawie. Pyszne sezonowe propozycje i miła obsługa! Jedynie lokal mógłby być przytulniejszy i większy :),20.0,17.0,6.0
2230,positive,positive,"[barn, numer, smaczny]","[warszawa, wyjść, ale, pewniak, zawiedziony, też, być, być, tam, być, barn, pewnie, na, numer, to, on, jak, wiecznie, jedno, móc, obłożyć, wybrać, się, nie, smaczny, taki, brakować, by, bank, w, pora, coś]",4.0,0.010416666666666664,"Barn Burger to taki pewniak na burgera w Warszawie, wiecznie obłożony w porach lunchowo-obiadowych, burgery są smaczne, ale czegoś w nich brakuje by być numerem 1 burgerowni w Warszawie.
Jedno jest pewnie jak się tam wybierzecie to na bank nie wyjdziecie zawiedzeni.
Mogę też pochwalić...Więcej",45.0,32.0,3.0
2231,positive,positive,"[ktoś, ochota, smaczny, duży, sympatyczny, miejsce, gorąco, miła]","[wszystko, wybór, ciekawie, przyrządzić, dobrze, tylko, ktoś, ochota, smaczny, duży, sympatyczny, super, mieć, to, i, na, tu, polecać, miejsce, obsługa, gorąco, jeśli, miła]",5.0,0.20289855072463767,Jeśli ktoś ma ochotę na burgery to tylko tu. Super smaczne dobrze i ciekawie przyrządzone. Duży wybór. Miła i sympatyczna obsługa. Gorąco polecam wszystkim to miejsce to miejsce,28.0,23.0,8.0
2232,positive,positive,"[duży, duży, smaczny, barbecue, fajny, wysoki]","[duży, dodatki, duży, napój, cynamon, frytki, brakować, za, sos, cena, im, smaczny, miąć, pieprz, barbecue, dziwny, ilość, dla, porcja, chociaż, fajny, z, wysoki, bardzo, hamburger, trochę, coś]",4.0,0.11904761904761905,"Hamburgery smaczne, chociaż czegoś im brakowało. Fajne dodatki. Sos barbecue trochę dziwny, z cynamonem? Dla mnie, frytki z za dużą ilością pieprzu. Bardzo duże porcje. Bardzo wysokie ceny napojów.",29.0,27.0,6.0
2233,negative,positive,"[świeży, prawdziwy, ochota, nikt, pyszny, ogromny, głodny]","[świeży, jedzenie, się, prawdziwy, składnik, nie, ochota, mieć, zdecydowanie, porcja, zawieść, stąd, i, na, polecać, naprawdę, nikt, wyjść, pyszny, ogromny, głodny]",5.0,-0.03333333333333333,"Pyszne jedzenie, świeże składniki i naprawdę ogromne porcje. Nikt nie wyjdzie stąd głodny ;-) Mieliśmy ochotę na prawdziwe burgery i nie zawiedliśmy się. Zdecydowanie polecam!",25.0,21.0,7.0
2234,positive,positive,[świetny],"[do, obronić, jedzenie, się, ale, nie, bać, jeż, mieć, i, miejscówka, podejść, czego, lokal, jak, być, naprawdę, świetny, przednie]",5.0,0.10526315789473684,"Ale nie ma czego się bać. Podeszłam do miejscówki jak do jeża, ale jedzenie było przednie i obroniło lokal. Naprawdę świetny burger.",22.0,19.0,1.0
2235,positive,positive,"[zgoda, duży, domowy, piwo, sam, ładny, różowy, metr, wystrój, smaczny, dobry]","[czy, wybór, chcieć, kotlet, on, zgoda, frytki, trzeba, kilkanaście, słowa, być, duży, domowy, piwo, napisać, dalej, ulica, na, sam, ładny, to, znajdować, dobrze, ta, różowy, metr, się, przyrządzić, wystrój, smaczny, właśnie, a, kilka, dobry, więcej, środek, bułka, o, w, coś]",4.0,0.07208333333333332,"Ta sama burgerowania znajduje się na ulicy Zgoda, kilkanaście metrów dalej. To o niej właśnie chciałbym napisać kilka dobrych słów. Burgery sa dobrze przyrządzone; kotlet jest różowy w środku. Bułka jest smaczna, a frytki domowe. Czy czegoś trzeba więcej? Duży wybór piw, ładny wystrój knajpki....Więcej",45.0,40.0,11.0
2236,negative,positive,"[dziewczyna, kolejny, duży, duży, raz, lokalny, piwo, świetny, dodatkowo, gorąco, minuta]","[warto, wszystko, dziewczyna, do, stolik, hamburger, być, kolejny, duży, duży, raz, wybór, obłożyć, browar, na, polecać, my, rekompensować, jak, lokalny, piwo, po, świetny, jedzenie, stek, dodatkowo, wpaść, według, te, poczekać, gorąco, minuta, z]",5.0,-0.07070707070707072,"Wpadliśmy z dziewczyną do Barnburgera po raz kolejny. Hamburgery świetne, steki świetne! Według nas warto poczekać te 15-20 minut na stolik (jak jest duże obłożenie). Jedzenie rekompensuje wszystko. Dodatkowo duży wybór piw z lokalnych browarów. Gorąco polecam!",37.0,33.0,11.0
2237,positive,positive,"[złoty, zgoda, przepyszny, odpowiednio, dobry, pełny, jeden, znajomy, sobotni, różny]","[złoty, akurat, z, zgoda, przepyszny, stolik, hamburger, odpowiednio, dobry, wybrać, być, zamówić, ulica, na, piętro, mięso, pełny, wszystko, chrupać, czteroosobowy, jeden, smakować, się, napój, znajomy, sobotni, popołudnie, i, oraz, jakość, wysmażyć, bekon, lokal, w, różny, mielone, bułka]",5.0,0.10180180180180183,"Wybraliśmy się ze znajomymi w sobotnie popołudnie.
Lokal na ulicy Złotej pełen, lokal na ulicy Zgoda - akurat był jeden czteroosobowy stolik na piętrze.
Zamówiliśmy 4 różne hamburgery oraz napoje. Hamburgery wszystkim smakowały. Przepyszna bułka, chrupiący bekon i dobrej jakości mielone mięso odpowiednio wysmażone. Do...Więcej",45.0,37.0,10.0
2238,negative,positive,"[głodny, znajda, stosunek, pusty, słaby, każdy, nikt, świetny]","[do, głodny, mieć, coś, ani, nie, się, że, portfel, wyjść, znajda, moi, stosunek, pusty, dla, cena, nawet, słaby, asortyment, na, jakość, każdy, toaleta, lokal, punkt, nikt, taki, poziom, z, świetny, zdanie]",5.0,-0.15913978494623654,"Świetny stosunek ceny do jakości, asortyment taki, że każdy znajdzie coś dla siebie.
Nikt nie wyjdzie głodny ani z pustym portfelem, moim zdaniem lokal nie ma słabych punktów, nawet toalety na poziomie.",32.0,31.0,8.0
2239,positive,positive,"[wielkość, dobry, adekwatny, smak, minuta]","[warto, do, cena, i, wielkość, poczekać, dobry, mięso, jakość, w, adekwatny, smak, minuta, te, kolejka]",5.0,0.2955555555555556,"Najlepsze burgery
Najlepsze mięso
Wielkość smak i jakość adekwatne do ceny
Warto poczekać te 15 minut w kolejce",18.0,15.0,5.0
