detectedEmotion,emotion,lemmatisation,rate,resultOfDetecting,text,words,wordsAfterLemmatisation,wordsFound
negative,positive,"[toczyć, chcieć, snuć, pika, dosyć, się, serce, jednak, temp, nie, monotonny, że, być, pięknie, tak, estetycznie, z, zbyt, i, zaplanować, kilka, wiele, pozwolić, chłonąć, w, na, skomponować, usypiający, akcja]",8.0,-0.027586206896551727,"Iñárritu nie pozwolił na zbyt wiele akcji. Fabuła toczy się w dosyć monotonnym, usypiającym tempie z kilkoma zaplanowanymi pikami akcji serca. Wszystko jednak jest tak pięknie i estetycznie skomponowane, że snującą się ""Zjawę"" chce się chłonąć.",36.0,29.0,4.0
positive,positive,"[wyreżyserować, i, dobrze, aktor, bezbłędny, genialny, wykonać, z, zdjęcia, napisać]",8.0,0.18333333333333335,"Perfekcyjnie wykonany z genialnymi zdjęciami, bezbłędnymi aktorami, dobrze wyreżyserowany i napisany.",11.0,10.0,3.0
neutral,positive,"[walczyć, niszczycielski, z, problem, postanowić, siła, człowiek, natura, który]",8.0,0.0,"Dotyka problemu człowieka, który postanowił walczyć z niszczycielskimi siłami natury.",10.0,9.0,5.0
positive,positive,"[świadomy, interesujący, świat, artysta, wizja, mały, głowa, fachowiec, warsztat, podorędzie, dzieło, i, na, palec, w, z]",8.0,0.40625,"Jest dziełem świadomego artysty - z warsztatem w małym palcu, fachowcami na podorędziu i interesującą wizją świata w głowie.",19.0,16.0,7.0
neutral,positive,"[warto, ale, dla, za, inny, powalać, go, nie, zobaczyć, kin, kolano, mieć, na, zwłaszcza, zaleta, to, w, który]",7.5,0.0,"Fabularnie nie powala na kolana, ale ma za to inne zalety, dla których warto zobaczyć go zwłaszcza w kinie.",19.0,18.0,3.0
neutral,positive,"[określenie, można, i, film, przez, gardło, trudnie, przechodzić, wątpienie, nazwać]",7.5,0.0,"Bez wątpienia można nazwać filmem Lubezkiego, DiCaprio i Hardy'ego. Paradoksalnie, najtrudniej przez gardło przechodzi określenie ""film Iñárritu"".",17.0,10.0,0.0
neutral,positive,"[Tarantino, nihilizm]",7.5,0.0,Antyteza nihilizmu Tarantino.,3.0,2.0,0.0
positive,positive,"[determinacja, czcić, ku, i, człowiek, natura]",7.5,0.041666666666666664,Poemat ku czci natury i determinacji człowieka.,7.0,6.0,3.0
negative,positive,"[ale, co, strona, piękno, od, przez, wewnętrznie, niedostępny, zimno, techniczny, angażować]",7.0,-0.0606060606060606,"Jest piękna od strony technicznej, ale wewnętrznie zimna, niedostępna, przez co nieangażująca.",12.0,11.0,3.0
positive,positive,"[wydmuszka, oblicze, który, olśniewać, ale, surowy, blask, ukazować, zewnątrz, swoje, z, wewnątrz]",7.0,0.16666666666666666,"Efektywna wydmuszka, która z zewnątrz olśniewa swoim blaskiem, ale z wewnątrz ukazuje surowe oblicze.",14.0,12.0,4.0
positive,positive,"[skrajny, warunki, nieprzyjazny, w, i, emocja, film, epicki, Alejandro, konwencja, przekraczać, być, operować, ekstrawagancki]",7.0,0.14285714285714285,"Zrealizowana w nieprzyjaznych warunkach, operująca skrajnymi emocjami i przekraczająca konwencje, ""Zjawa"" Alejandra Gonzáleza Ińárritu jest filmem epickim i ekstrawaganckim.",19.0,14.0,1.0
positive,positive,"[emocja, elementarny, dbałość, przejść, bezwzględny, uzasadnienie, wirtuozeria, się, niezwykły, dramaturgia, z, mieć, motyw, wyprać, móc, nieco, do, śmiało, tylko, głębszy, działanie, z, historia, swoić, ponur, zdystansować, przemoc, więcej, i, kina, wraz, o, barbarzyństwo, szczegół, w, zrealizować, natura, ta, wizualny, opowieść]",7.0,0.03125,"Gdyby tylko ta ponura, wyprana z emocji, zdystansowana i zrealizowana z niezwykłą dbałością o szczegóły opowieść o bezwzględnej naturze, elementarnej przemocy i barbarzyństwie miała w sobie nieco więcej dramaturgii i uzasadnienia, głębszych motywów działań, śmiało mogłaby przejść - wraz ze swoją wizualną wirtuozerią - do historii kina.",47.0,40.0,9.0
negative,positive,"[operować, dzieło, Alejandro, i, tworzyć, treści, mocny, formia, brutalny, środki, twardy, w, poetycki, naturalistycznie, zaś]",6.7,-0.08666666666666667,"Alejandro González Iñárritu operuje mocnymi środkami, tworzy dzieło twarde i brutalne w treści, zaś w formie naturalistycznie poetyckie.",18.0,15.0,4.0
negative,positive,"[padać, Emmanuel, kraść, własny, każdy, o, operator, on, dla, ile, tyle, na, filmowy, każdy, pieczęć, scena, łup, zdjęcie, się, kadr, postawić, każdy]",6.7,-0.007575757575757574,"O ile DiCaprio kradnie każdą scenę dla siebie, o tyle każdy kadr pada łupem operatora Emmanuela Lubezkiego - na każdym filmowym zdjęciu postawił on własną pieczęć.",26.0,22.0,7.0
neutral,positive,"[a, zasługiwać, na, zaszczyty, nie, rola, to, też, być, najwyższy]",6.7,0.0,"Arcydzieło to nie jest, a rola DiCaprio też na najwyższe zaszczyty nie zasługuje.",13.0,10.0,1.0
negative,positive,"[tym, obraz, co, zostawać, który, nim, z, głośno, prosty, głównie, nie, grać, Leonarda, krajobraz, być, seans, wzgląd, porywający, aniżeli, zbyt, na, sam, pamięć, fabuła, o, w, tło, który, jednak, po, film]",6.5,-0.03225806451612903,"Film, o którym jest głośno głównie ze względu na grającego w nim Leonarda DiCaprio. Paradoksalnie jednak tym, co po seansie zostaje w pamięci, jest obraz krajobrazu, tła filmu, aniżeli sama fabuła, która po prostu nie jest zbyt porywająca.",38.0,31.0,10.0
positive,positive,"[ale, tło, wydawać, epicki, jako, się, scena, tylko, całość, moment, nie, wendetta, ujęcie, świetny, być, krwawy, porywać, i, na, kilka, otrzymać, w, magnetyzować, z, szansa, film]",6.0,8.540177112501205e-18,"""Zjawa"" wydawała się być szansą na otrzymanie epickiego filmu z krwawą wendettą w tle. Zamiast magnetyzować, porywa tylko momentami. Ma kilka świetnych ujęć i scen, ale jako całość nie porywa.",30.0,26.0,5.0
positive,positive,"[wysoki, kilka, wokół, dobry, ale, za, o, on, być, poziom, szum, film]",6.0,0.08174603174603175,"Naturalnie dobry film, ale poziom szumu wokół niego jest o kilka leveli za wysoki.",14.0,12.0,3.0
negative,positive,"[oryginalny, emocja, się, nie, być, jakoś, plus, fabuła, szczególnie, pełny, film, a, zemsta, i, ponad, sam, nużyć, sam, o, dwugodzinny, wstęp, zaczynać, z, po, składać]",6.0,-0.04666666666666667,"Nie składa się z samych plusów, a ponad dwugodzinny film po pełnym emocji wstępie zaczyna nużyć, a i sama fabuła o zemście nie jest jakoś szczególnie oryginalna.",27.0,25.0,7.0
positive,positive,"[jeden, film, się, dobry, dobry, ani, dobrze, prosty, Leonardo, film, Oscar, nawet, z, Ania, rok, czołgać, wyglądać, po]",6.0,0.04814814814814815,"Ani najlepszy film roku, ani nawet jeden z najlepszych filmów roku. To po prostu najlepiej wyglądający film roku, z czołgającym się po Oscara Leonardo DiCaprio.",25.0,18.0,4.0
negative,positive,"[trywialny, strona, pionierski, się, jawny, drugi, jeden, niedociągnięcie, geniusz, a, razić, ocierać, i, o, wpadka, z]",6.0,-0.015625,"Z jednej strony ociera się o pionierski geniusz, a z drugiej razi jawnymi niedociągnięciami i trywialnymi wpadkami.",17.0,16.0,7.0
neutral,positive,"[wspólny, berliński, wspaniały, minimalistyczny, bezkresny, tundra, niepokojąco, elektronika, krajobraz, dzieło, i, tajga, oraz, zaleta, to, muzyka, jednak, być]",6.0,0.0,"Największe zalety ""Zjawy"" to jednak wspaniałe krajobrazy bezkresnej tajgi i tundry oraz niepokojąco minimalistyczna muzyka będąca wspólnym dziełem Ryūichiego Sakamoto i berlińskiego elektronika Alva Noto.",25.0,18.0,2.0
negative,positive,"[groza, czas, czy, duchowy, film, Malicka, za, przygodowy, przeplatać, oprzeć, piękno, hymn, fizyczny, podróż, dosłowność, jednak, na, wydrzeć, aby, mało, transcendencja, do, śmierć, akcent, natura, metafizyka, z, wymiar, i, od, zachwycać, brutalność, cześć, rod, zanurzyć, w, Glass, uczta]",6.0,-0.057017543859649134,"Estetyczna uczta, hymn na cześć piękna i grozy natury zanurzony w metafizyce duchowego wymiaru, przeplatany od czasu do czasu brutalnością i fizyczną dosłownością. To jednak za mało, aby zachwycać transcendencją rodem z filmów Malicka czy przygodowym akcentem opartym na podróży wydartego śmierci Glassa.",43.0,38.0,12.0
negative,positive,"[o, film, chciwość, i, zemsta, ludzki]",6.0,-0.5555555555555556,Zwykły film o zemście i ludzkiej chciwości.,7.0,6.0,3.0
positive,positive,"[uświadomić, ale, wybitny, nie, sugerować, być, go, się, by, film, tak, Warta, jaka, robota, pewność, ciężki, my, to, zobaczyć, zły, jak, z, wykonać]",6.0,0.004180602006688967,"To nie jest zły film, ale z pewnością nie tak wybitny, jak jest to nam sugerowane. Warto go zobaczyć, by uświadomić sobie, jaką ciężką robotę wykonał DiCaprio.",27.0,23.0,5.0
neutral,negative,"[i, całość, ratować, operować, dźwięk, film, być, zdjęcia, który]",5.0,0.0,"Elementem, który ratuje całość filmu ""Zjawa"" jest operowanie zdjęciami i dźwiękiem.",11.0,9.0,1.0
negative,negative,"[do, powiedzenie, nic, się, zdjęcia, aktor, nie, ofiarność, przysłaniać, swoić, babrać, tak, piękno, mieć, i, naprawdę, w, nowe, niemoc, klisza]",4.0,-0.2333333333333333,"Iñárritu babrze się w kliszach i nie ma tak naprawdę nic nowego do powiedzenia, przysłaniając swoją niemoc pięknem zdjęć Lubezkiego i ofiarnością aktorów.",23.0,20.0,3.0
neutral,negative,"[gdyby, się, ale, szlachta, nie, wszelki, że, spojrzeć, tak, widać, mieć, chwalić, czym, bogactwo, przymiot, zubożały, to, dokładnie, jak, wyraźnie, trochę, zewnętrzny]",3.3,0.0,"Jest jak zubożała szlachta - ma wszelkie przymioty zewnętrznego bogactwa, ale gdyby tak spojrzeć trochę dokładniej, to widać wyraźnie, że nie ma się czym chwalić.",25.0,22.0,4.0
positive,positive,"[do, dobry, straszny, inny, coś, niespodzianka, aspirować, urozmaicić, nie, lepsze, być, taki, rozwiązanie, otrzymać, kolejny, produkcja, by, być, taki, a, miana, bycie, który, się, film]",6.7,0.037333333333333336,"Spodziewałam się kolejnego filmu, który aspiruje do miana bycia strasznym, a takim nie jest, a otrzymałam coś innego, lepszego. Czasami takie niespodzianki są dobrym rozwiązaniem, by urozmaicić produkcję.",28.0,25.0,8.0
negative,positive,"[do, być, ale, karygodny, nie, lepiej, też, niż, poprawnie, nic, zły, żaden, mieć, film, wpadka, robić, koniec]",6.0,-0.5441176470588235,"Nie jest złym filmem, nie ma żadnych karygodnych wpadek, ale też niczego do końca nie robi lepiej niż poprawnie.",19.0,17.0,5.0
negative,positive,"[ambicja, Bell, można, co, horror, choć, chodzić, zarzucić, że, być, amerykański, osiągnięcie, pewno, na, twórca, to, perspektywa, jaki, wielki, pęczek, pokładać, zapewne, poziom, nim, on, mielić, przeciętny, spełnić, nie, o, nadzieja, rok, próżnować, w, z]",6.0,-0.11142857142857143,"Na pewno nie można zarzucić twórcom, że próżnowali, choć ambicji nie mieli zapewne wielkich. Jeśli Bellowi chodziło o osiągnięcie poziomu przeciętnego amerykańskiego horroru, jakich co roku jest na pęczki, to z jego perspektywy ""The Boy"" spełnił pokładane w nim nadzieje.",40.0,35.0,5.0
negative,negative,"[popcorn, do, można, opróżniać, on, się, kubeł, pewne, minus, duży, oko, zajem, przymknąć, kina, i, na, bawić, to, znajomy, zaprosić, dobrze]",5.0,-0.05555555555555556,"Kiedy przymknie się oko na jego pewne minusy, zaprosi do kina znajomych i zajmie się opróżnianiem dużego kubła popcornu to... można się dobrze bawić.",24.0,21.0,4.0
positive,negative,"[można, punkt, całkiem, być, część, się, wyjście, połamać, tak, dla, ile, ząb, na, ciekawy, fabuła, właściwy, już]",5.0,0.06862745098039215,"O ile punkt wyjścia dla fabuły jest całkiem ciekawy, tak już na właściwej, horrorowej części ""The Boy"" można połamać sobie zęby.",21.0,17.0,3.0
positive,negative,"[produkcja, pewno, na, ale, dobrze, to, dobry, być, nie, reżyser, ten]",5.0,0.08484848484848485,"Zdecydowanie nie jest to najlepsza produkcja tego reżysera, ale na pewno najlepiej rozpromowana.",13.0,11.0,3.0
negative,negative,"[do, niepewność, zagrożenie, problem, umiejętnie, klimat, nadzwyczaj, kulturalnie, potrafić, nastrojowy, nie, spokojny, zagrać, rozpoznać, wytworzyć, i, gotycki, sfilmować, bez, lekko, w, podtopić, wnętrze, dramat, opowieść, świetny, obyczajowy, koniec]",4.0,-0.23214285714285715,"Bardzo spokojna opowieść gotycka, lekko podtopiona w dramacie obyczajowym, umiejętnie sfilmowana w nastrojowych wnętrzach i nadzwyczaj kulturalnie zagrana, bez problemu potrafi wytworzyć świetny klimat niepewności i nie do końca rozpoznanego zagrożenia.",31.0,28.0,12.0
negative,negative,"[do, niszczyć, beznadziejny, który, i, całość, ale, może, zupełnie, być, reszta, pasować, końcówka, film, niespodziewany]",4.0,-0.13333333333333333,"Niestety całość niszczy beznadziejna końcówka, która może i jest niespodziewana, ale jest zupełnie niepasująca do reszty filmu.",17.0,15.0,2.0
negative,negative,"[mechanicznie, który, się, ale, przynosić, mieć, nie, powinny, nasz, trzewia, uczucia, stara, nikt, wywołać, w, źródło]",4.0,-0.1875,"Wstydu nikomu nie przynosi, ale stara się mechanicznie wywołać uczucia, które powinny mieć źródło w naszych trzewiach.",17.0,16.0,3.0
negative,negative,"[ograny, by, półtora, przynajmniej, przez, dostać, chwyt, zawodzić, widz, gęsi, skórka, raz, godzina]",3.3,-0.23076923076923078,"Kolejne ograne chwyty zawodzą, by przez półtorej godziny widzowie przynajmniej raz dostali gęsiej skórki.",14.0,13.0,3.0
negative,negative,"[groza, czy, co, zjeść, choć, zanim, z, ale, filmowiec, za, żeby, zabrać, być, kolejny, zaserwować, raz, film, ząb, ten, widz, na, wiedzieć, jedyny, może, skuteczny, on, wiedzieć, podejście, reżyser, po, jeden, tani, nowe, coś, przeczytać, nie, scenarzysta, prosty, głupi, znawca, zapał, a, sam, horror, słomiany, i, życzyć, sztampowy, o, scenariusz, być, tyle, który, się, postarać, już, jeszcze]",3.0,-0.1206140350877193,"Nie jestem znawcą, filmowcem, czy scenarzystą, ale już nie jeden raz zjadłem zęby na horrorach i wiem o nich na tyle, żeby wiedzieć co jest skuteczne, a co jest tanie i po prostu głupie. Takiego samego podejścia życzyłbym reżyserom, którzy zanim ze słomianym zapałem zabiorą się za kolejny sztampowy film grozy, może przeczytają jeszcze raz scenariusz i postarają się choć ten jeden jedyny raz zaserwować widzom coś nowego.",68.0,57.0,17.0
negative,negative,"[chodzić, widzieć, który, i, gdy, horror, tylko, o, nie, niestraszny, wtedy, nikt, lalka]",3.0,-0.3076923076923077,"Nudny i niestraszny horror o lalce, która chodzi tylko wtedy, gdy nikt nie widzi.",14.0,13.0,3.0
negative,negative,"[wrażenia, dostarczać, na, horror, bo, nie, emocja, i, jak, być, kino, dobre, przystać]",3.0,-0.07692307692307693,"To nie jest dobre kino, bo nie dostarcza wrażeń i emocji, jak na horror przystało.",15.0,13.0,2.0
negative,negative,"[a, pamięć, aniżeli, wydawać, się, sequel, nie, zapadać, w, być, groźba, bardzo, obietnica]",2.0,-0.15384615384615385,"Całość nie zapada w pamięć, a sequel bardziej wydaje się być groźbą, aniżeli obietnicą.",14.0,13.0,1.0
positive,positive,"[treść, niebanalny, forma, kina, i, intrygujący, awangarda, doświadczenie, filmowy]",8.0,0.1111111111111111,Orzeźwiające filmowe doświadczenie. Prawdziwa awangarda kina - intrygująca forma i niebanalna treść.,12.0,9.0,5.0
positive,positive,"[ale, go, treść, to, klasycznie, film, posmucić, interpretacja, bardzo, atrakcja, ciekawy, uzupełniać, zabraknąć, który, do, się, doskonale, nie, główny, poprowadzić, nawet, zgrany, a, nieoczywisty, zostać, znaczenie, materiał, i, nowe, obraz, wizualnie, o, pozwalać, fabuła, pośmiać, produkcja, pozostawać, z]",8.0,0.013157894736842105,"Jest filmem, którego główną atrakcją pozostaje nieoczywisty materiał do interpretacji, ale nie zabrakło klasycznie poprowadzonej fabuły, pozwalającej pośmiać się i posmucić. Wreszcie, to produkcja bardzo ciekawa wizualnie, obraz został doskonale zgrany z treścią, a nawet uzupełnia go o nowe znaczenia.",40.0,38.0,8.0
positive,positive,"[sporo, można, czytać, być, jako, filmowy, wiara, komediowy, także, boskość, Belg, akcent, potrzeb, i, o, to, film, w, wolność, esej]",7.0,0.05,"Choć ""Lucyfera"" czytać można jako filmowy esej o potrzebie boskości, o wolności i wierze, to jest w filmie Belga także sporo komediowych akcentów.",23.0,20.0,3.0
positive,positive,"[widz, bo, odstraszyć, pewnie, być, jeden, inny, nie, Nowe, dla, nawet, na, to, przygoda, wyrobiony, rekomendacja, łatwy]",6.7,0.20588235294117646,"Triumf na Nowych Horyzontach to dla jednych rekomendacja, innych pewnie odstraszy. Słusznie, bo nawet dla wyrobionego widza nie będzie to łatwa przygoda.",22.0,17.0,5.0
neutral,negative,"[Sztuka, dla, sztuk, zapomnieć, wyskok, który, zostać, szybko]",3.3,0.0,"Sztuka dla sztuki. Jednorazowy wyskok, który zostanie szybko zapomniany.",9.0,8.0,1.0
positive,positive,"[jaka, oddać, i, się, wrażliwość, wartość, swój, reżyserka, być, bohaterka, udać, szacunek, niesamowity, wobec]",10.0,0.17857142857142858,Kluczową wartością jaką udało się oddać reżyserce jest niesamowity szacunek i wrażliwość wobec swojej bohaterki.,15.0,14.0,2.0
