detectedEmotion,emotion,lemmatisation,rate,text,words,wordsAfterLemmatisation,wordsFound
negative,negative,"[polecać, mieć, wątpliwy, przyjemność, obejrzeć, twarz, moja, mój, opinia, osoba, mi, ja, towarzyszyć, film, podchodzić, pod, satyra, on, nie, mój, mieć, wiek, cale, cal, ojciec, ocean, chemia, między, aktor, on, nie, wspominać, dialog, wydawać, się, wymusić, wymuszony, nagość, wiek, bardzo, subtelny, sposobić, sposób, przedstawić, być, wiek, serial, ojciec, ocean, jedynie, ratować, ścieżka, ścieżek, wiedzieć, czy, film, mój, mieć, ograniczenie, ograniczyć, wiekowy, wiek, każdy]",1.0,"Nie polecam                        Wczoraj miałam wątpliwa przyjemność obejrzeć 50 twarzy Greya, wg. mojej opinii i osoby mi towarzyszącej film podchodzi pod satyrę erotyczną. Akcji nie ma w cale, o chemii między aktorami nie wspominając, dialogi wydają się wymuszone, a nagość w bardziej subtelny sposób przedstawiona jest w serialu Gra o tron. Film jedynie ratuje ścieżka dźwiękowa. Nie wiem czy film ma ograniczenia wiekowe (w każdym razie ...              ",65.0,63.0,23.0
positive,positive,"[kobieta, potrafić, rozróżnić, że, warto, warta, obejrzeć, jeśli, ktoś, lubić, luby, taki, typ, Książek, oczywiście, Alo, Ali, Al, Ala, niestety, zawsze, taka, tak, się, scena, który, były, być, to, ten, wina, wino, erotyczny, taki, sztuczny, jak, jaka, dla, jedyny, jedyna, rzec, rzecz, który, mi, ja, dla, kobieta, który, nagle, być, chcieć, zmieniać, swój, swoje, żyto, żyć, życie, erotyczny]",8.0,"Polecam. Dla kobiet potrafiących rozróżnić rzeczywistość.                        Myślę, że warto obejrzeć jeśli ktoś lubi takiego typu kino. Książka oczywiście lepsza. Ale niestety zawsze tak jest. Zawiodłam się scenami które były naciągane. Może to wina aktorów... Sceny erotyczne takie ''sztuczne'' jak dla mnie. To jedyna rzecz która mi przeszkadzała. Ostrożnie dla kobiet które nagle będą chciały zmieniać swoje życie erotyczne ...              ",59.0,58.0,17.0
positive,positive,"[rzecz, on, nie, logika, skoro, taki, taka, szumieć, szum, wokół, to, ten, film, zainteresowany, zainteresować, zainteresowana, seans, osoba, powinien, powinny, zapoznać, się, mamusia, tatuś, on, nie, czytać, wiek, on, nie, pilnować, systematycznie, czytać, potem, pot, przychodzić, taki, taka, tuman, do, kino, kin, kina, on, nie, rozum, rozumieć, film, bo, książka, si, on, nie, otworzyć, otwarty, film, czy, on, nie, udowodnić]",9.0,"DLA TYCH KTORZY CZYTALI...                        Jednej rzeczy nie pojmuje. Na logikę,  skoro taki szum wokół tego filmu , zainteresowane seansem osoby powinny zapoznać  się z książką.  Niestety mamusia i tatuś nie czytali w dziecinstwie, nie pilnowali zeby systematycznie czytać i potem przychodzi taki tuman do kina i nie rozumie filmu bo książki czytac sie nie chce... Ludzi otwartych film nakreci i zainspiruje- czy nie udowodniono ze ...              ",65.0,60.0,10.0
negative,negative,"[subtelny, nic, niczym, smalczyk, wiek, audi]",3.0,Product placement                        Lokowanie subtelne niczym smalczyk w klanie. Pozdrawiam audi i apple ;)              ,13.0,6.0,3.0
negative,positive,"[Warta, iścić, iść, do, kino, kin, kina, wyjść, wynijść, wyniść, reżyseria, dobre, dobry, zdjęcia, zdjęcie, zdjąć, rewelacyjny, muzyk, muzyka, świetnia, świetnie, podkręcać, klimat, płytka, płytki, naiwny, no, ale, taka, taki, była, były, być, książka, więc, bez, beza, zarzut, do, erotyczny, bardzo, liczyć, na, duży, wielki, film, naprawdę, wyjść, wynijść, wyniść, Warta, obejrzeć, on, nie, zrażać, się, negatywny, wyssać, palec]",7.0,"Całkiem dobry. - Warto iść do kina!                        Film wyszedł przyzwoicie. Niezła reżyseria, dobre zdjęcia i montaż. No i rewelacyjna muzyka (świetnie podkręca klimat). Scenariusz płytki i naiwny, no ale taka była książka, więc bez zarzutów do scenarzystów. Sceny erotyczne bardzo suptelne, liczyłem na większy hardcore.Ogólnie film naprawdę wyszedł nieźle. Warto obejrzeć i nie zrażać się negatywnymi (wyssanymi z palca) ...              ",59.0,59.0,10.0
positive,neutral,"[rozumieć, to, ten, cały, się, ktoś, on, nie, podobać, podoba, to, ten, on, nie, czytać, oglądać, najpierw, przeczytać, trylogia, późno, ja, miąć, zawieść, aktor, wyciąć, bohater, ale, wiek, film, za, bardzo, pokazywać, miłość, wiek, książka, on, emocja, emocje, narastać, powoli, przechodzić, zmiana, wiek, to, ten, osobiście, podobać, się, druga, drugi, drug, opis, seks, sex, jakoś, on, nie, zrobić, na, ja, miąć]",5.0,"Nie rozumiem tego całego jadu.                        Jak się komuś nie podoba to nie czyta i ogląda filmu. Ja najpierw przeczytałam trylogię a później  kino. Film mnie zawiódł aktorzy, wycięte sceny. Główny bohater (ale w filmie) za bardzo pokazywał miłość, w książce jego emocje narastały powoli, powoli przechodził zmianę w tego ""normalnego"". Mnie osobiście podobała się druga część. Sceny opisu seksu jakoś nie zrobiły na mnie wrażenie. ...              ",65.0,61.0,17.0
negative,positive,"[tyle, tyli, tył, jad, czytać, obejrzeć, film, stwierdzać, że, jak, jaka, zwykle, lud, człowiek, ludzie, góry, góra, na, stawiać, się, negatywnie, potem, pot, zamiast, skupić, się, na, treść, treści, wyszukiwać, do, czego, co, jeszcze, się, można, możny, on, nie, być, to, ten, arcydzieło, kinematografia, ale, być, na, tyle, tyli, tył, ciekawy, że, chęć, obejrzeć, go, on, jeszcze, raz, jeśli, pojawić, się, gdzieś, wiek]",6.0,"Skąd tyle jadu?                         Nie czytałem książki. Po obejrzeniu filmu stwierdzam, że jak zwykle ludzie z góry na stawiają się negatywnie a potem zamiast skupić się na treści wyszukują do czego jeszcze się można przyczepić. Oczywiście nie jest to arcydzieło kinematografii ale jest na tyle ciekawy, że z chęcią obejrzę go jeszcze raz jeśli pojawi się gdzieś w TV.               ",58.0,63.0,10.0
negative,positive,"[ojciec, ocean, co, tyle, tyli, tył, krzyk, on, nie, wiedzieć, wiek, czym, co, problem, ja, miąć, film, si, jak, jaka, aktor, dobrze, dobrać, dobrany, dobrze, odegrać, swój, swoje, rola, genialny, muzyk, muzyka, soundtrack, jak, jaka, muzyczny, czy, jak, jaka, to, ten, dialog, co, być, wielki, plus, bo, zaspokajać, to, ten, ten, co, czytać, owszem, kilka, scena, wiece, wiec, lekki, niedosyt, ale, film, taka, tak]",7.0,"o co tyle krzyku                        nie wiem w czym problem, mnie osobiscie film sie podobal rownie jak i ksiazka, aktorzy dobrze dobrani, dobrze odegrali swoje role, genialna muzyka, zarowno soundtrack jak i podklad muzyczny (czy jak to nazwac), dialogi zaczerpniete z ksiazki co jest wielkim plusem bo zaspokaja to tych co czytali ksiazke. owszem brakowalo kilku scen wiec mozna poczuc lekki niedosyt, ale prosze, film i tak trwal ponad ...              ",68.0,64.0,19.0
negative,negative,"[jaki, mało, okazja, Walentynka, wybrać, się, konkubina, cel, zobaczenie, zobaczyć, cóż, to, ten, być, to, ten, magiczny, na, temat, brak, jakikolwiek, aktorski, wół, wołać, ojciec, ocean, pomsta, do, masa, przedstawić, wiek, taka, tak, żałosny, sposobić, sposób, że, aż, ja, miąć, zakończyć, zakończenie]",2.0,"Gniot jakich mało                        Dziś z okazji Walentynek wybrałem się z konkubiną celem zobaczenia cóż to jest to magiczne '50 twarzy greya'. Krótko i na temat:-brak jakiejkolwiek fabuły-gra aktorska woła o pomstę do nieba-sado maso przedstawione w tak żałosny sposób, że aż mną trzęsło-żenujące zakończenie              ",44.0,42.0,11.0
negative,neutral,"[rozczarować, rozczarowanie, Książek, mi, ja, się, nawet, podobać, zwłaszcza, jej, on, pierwsza, pierwszy, połowa, bo, potem, pot, opis, seks, sex, robić, się, coraz, wiek, film, rozczarować, ja, miąć, on, duży, wielki, pewniak, czyli, Christian, trailer, być, przekonany, przekonać, że, to, ten, strzała, strzał, wiek, tymczasem, on, być, fajny, jako, jaka, model, wychodzić, hotelowy, na, zdjęcia, zdjęcie, ale, jako, jaka, aktor, jak, jaka, wymoczek, według, ja, miąć, on, nie, jak, jaka]",5.0,"Niestety rozczarowanie                        Książka mi się nawet podobała, zwłaszcza jej pierwsza połowa, bo potem opisy seksu robiły się coraz nudniejsze. Niestety w filmie rozczarował mnie jego największy pewniak czyli Christian Grey! Po trailerach byłam przekonana, że Jamie to strzał w 10, tymczasem on jest fajny jako model, wychodzi hot na zdjęciach ale jako aktor słabiutko. Wyglądał jak wymoczek według mnie a nie jak dominant. Za to ...              ",65.0,70.0,17.0
negative,neutral,"[zaskoczyć, zaskoczenie]",5.0,Pozytywne zaskoczenie,2.0,2.0,0.0
negative,negative,"[początek, on, nie, czytać, jeżeli, książka, być, taka, tak, samo, sam, bezsensowny, oraz, on, nie, trzymać, się, kupa, jak, jaka, film, to, ten, ja, on, nie, rozumieć, fenomen, to, ten, aktorski, Dakota, Johnson, mało, mniej, dużo, więcej, na, poziom, czy, wakacje, zagryzać, usta, być, taka, tak, żenująco, sztuczny, ten, jej, on, mieszkanie, mieszkać, on, nie, dość, że, niepotrzebny, to, ten, sam, on, wspólny]",3.0,"Żenada                        Na początek - nie czytałem książki.Więc jeżeli książka jest tak samo bezsensowna, NIELOGICZNA oraz nie trzymająca się kupy jak film, to ja nie rozumiem fenomenu tego czegoś.Gra aktorska Dakoty Johnson mniej więcej na poziomie Trudnych Spraw czy Pamiętników z wakacji (zagryzanie ust było tak żenująco sztuczne). Motyw tej jej ""psiapsióły"" z mieszkania - nie dość, że niepotrzebny, to same ich wspólne sytuacje ...              ",63.0,63.0,12.0
negative,negative,"[książka, on, nie, wartać, wart, warta, zachód, najbardziej, mi, ja, szkoda, ten, biedny, mężczyzna, który, pójść, na, to, ten, do, kino, kin, kina]",1.0,"NIe                        Film i książka nie warta zachodu, najbardziej mi szkoda tych biednych mężczyzn, którzy poszli na to do kina z dziewczynami.              ",21.0,23.0,8.0
negative,positive,"[zaskoczyć, zaskoczenie, się, taka, taki, ilość, negatywny, opinia, że, trochę, trocha, zniechęcić, się, do, film, przed, on, jednak, on, nie, zgadzać, się, żeby, być, taka, taki, tragedia, wręcz, wręczyć, przeciwnie, niezbyt, zachęcać, zachęcający, początkowo, wybór, aktor, okazać, się, moi, moja, mój, moje, zdanie, zdać, strzał, wiek, dziesiątka, sam, książka, zostać, bardzo, dobrze, mi, ja, się, odegrać, napięcia, napiąć, napięcie, pomiędzy, bohater, rzeczywiście]",6.0,"Pozytywne zaskoczenie                        Spotkałam się z taką ilością negatywnych opinii, że trochę zniechęciłam się do filmu przed jego obejrzeniem.. a jednak nie zgadzam się, żeby Grey był taką tragedią - wręcz przeciwnie, niezbyt zachęcający początkowo wybór aktorów okazał się moim zdaniem strzałem w dziesiątkę, a sama książka została bardzo dobrze odwzorowana. Podobało mi się odegranie napięcia pomiędzy bohaterami, rzeczywiście było ...              ",59.0,62.0,10.0
positive,positive,"[początek, napisać, że, on, nie, czytać, książka, się, do, kino, kin, kina, miło, się, Wiele, negatywny, opinia, jaki, wiek, sieć, się, pojawić, to, ten, alba, albo, zwolennica, zwolennik, film, gatunek, alba, albo, zwolennica, zwolennik, Toruń, on, nie, mylić, dobrać, dobrany, zagrać, obsada, par, para, główny, dobre, dobry, dialog, muzyk, muzyka, zdjęcia, zdjęcie, zdjąć, pokazywać, pokazować, grzeszny, smak]",9.0,"Film geniealny !                        Na początku napiszę,że nie czytałem książki . Wybrałem się do kina i miło się rozczarowałem. Wiele negatywnych opinii jakie w sieci się pojawiło to ,albo zwolennicy filmów z gatunku X ,albo zwolennicy "" myśliciela"" z Torunia nie mylić z Kopernikiem.Świetna dobrana i zagrana obsada pary głównych bohaterów. Bardzo dobre dialogi , muzyka i zdjęcia .Film pokazuje grzeszny smak miłości. Podany niczym ...              ",64.0,57.0,13.0
negative,negative,"[facet, pora, por, porać, przerwać, te, ten, ty, pierdoły, pierdoła, ocena]",1.0,faceci pora przerwać te pierdoły! ocena 1 !,8.0,11.0,2.0
negative,negative,"[jaki, mało, ojciec, ocean, dymać, faktycznie, po, wyjście, wyjść, kino, kin, kina, poczuć, się, wydymać, na, bez, beza, sens, przesłać, przesłanie, przesłaniać, wiedzieć, kto, lubić, luby, taki, badziewie]",1.0,"Gniot jakich mało                        Film o dymaniu, faktycznie po wyjściu z kina poczułem się wydymany na kasę. Film bez sensu, przesłania , morału. Ni wiem kto lubi takie badziewia              ",28.0,28.0,5.0
positive,neutral,"[Wacha, wypowiedź, stwierdzać, że, dobrze, lepiej, on, on, nie, czytać, tylko, sam, się, ojciec, ocean, tym, ten, to, przekonać, mój, mieć, swoić, swój, gust, on, nie, należeć, go, on, my, być, inny, każdy, my, wiedzieć, co, dla, on, książka, stwierdzać, że, czy, mama, mieć, mamić, na, darmo, czy, tenże, też, on, nie, wydać, pieniądz, na, bilet, taka, tak, jutro, pojawić, się, wiek, kino, kinąć, kin, kina, aby, zobaczyć, jak, jaka, reżyser, postanowić, oddać, klimat, ten]",5.0,"Hmm...                        Czytając Wasze wypowiedzi stwierdzam, że lepiej ich nie czytać tylko samemu się o tym przekonać :) Każdy ma swój gust i nie należy go krytykować. Każdy z nas jest inny, każdy z nas wie co dla niego dobre. Przeczytałam książkę i stwierdzam że czy mam na darmo czy też nie wydać pieniądze na bilet, i tak jutro pojawię się w kinie, aby zobaczyć jak reżyser postanowił oddać klimat tej książce.               ",71.0,75.0,14.0
negative,positive,"[zaprzeczyć, że, do, to, ten, film, wygląd, stylo, styl, ubierać, się, dobrze, nadawać, się, Justin]",6.0,NIE zaprzeczycie                         że do tego filmu z wyglądu i stylu ubierania się najlepiej nadawałby się Justin Timberlake               ,17.0,15.0,2.0
positive,positive,"[być, znawca, filmowy, ani, krytyk, ja, miąć, książka, były, być, napisać, wiek, fantastyczny, sposobić, sposób, każdy, rozdziać, rozdział, wciągać, ja, miąć, do, to, ten, stopień, że, częsty, część, pochłonąć, wiek, ostatni, strona, trzecia, trzeci, książka, mieć, ochota, na, film, czuć, niedosyt, brakować, mi, ja, kilka, wątek, on, nie, mama, mieć, mamić, na, myśleć, myśl, myślić, wątek, erotyczny, ale, ogólnie, film, na, muzyk, muzyka, dobrać, dobrany, polecać]",9.0,"+                        Nie jestem znawcą filmowym, ani krytykiem literackim. Dla mnie książki były napisane w fantastyczny sposób, każdy rozdział wciągał mnie do tego stopnia, że 3 części pochłonęłam w 4 dni. Zamykając ostatnią stronę trzeciej książki miałam ochotę na więcej. Oglądając film czułam niedosyt, brakowało mi kilku wątków (i nie mam na myśli wątków erotycznych), ale ogólnie film na +, muzyka dobrana fantastycznie. Film polecam, ...              ",64.0,66.0,23.0
positive,negative,"[jednak, wiek, tym, ten, to, szaleństwo, być]",4.0,A jednak w tym szaleństwie jest metoda.,7.0,7.0,3.0
negative,negative,"[Pan, Pan, to, ten, za, słaby, film, wiek, dodatek, ojciec, ocean, nic, niczym, żeby, tu, się, kłócić, oda, od, drugi, oda, od, wieśniak, inny, oda, od, burak, film, nudny, słabo, zagrać, ojciec, ocean, nic, niczym, trzeba, być, bycie, biedny, człowiek, żeby, być, podstawa, do, dyskusja, polityczny]",3.0,"Drogie Panie i Panowie, to za słaby film, w dodatku o niczym, żeby tu się kłócić i obrażać.                        Jedni od cebulaków, drudzy od wieśniaków, inni od buraków, a film nudny, słabo zagrany, o niczym i trzeba być biednym człowiekiem, żeby był podstawą do dyskusji politycznych i egzystencjalnych. Żal...              ",48.0,46.0,17.0
negative,negative,[],1.0,50 TWARZY TANIEGO KINA                        J.W              ,5.0,0.0,0.0
positive,positive,"[dobry, być, na, prawda, dobry, bardzo, podobać, podoba, mi, ja, się, to, ten, że, zostać, wiek, on, nim, ująć, ważny, wątek, pierwsza, pierwszy, aktor, także, bardzo, dobro, dobra, dobry, być, zaskoczyć, gra, Dakota, który, oddać, charakter, postać, ale, również, pomysł, twórca, film, który, pokazać, jako, jaka, zabawny, dziewczyna, on, nie, tylko, jako, jaka, onieśmielić, kobieta, wygląd, oklaski, oklask, podobać, mi, ja, się, odtworzyć, rola]",10.0,"Bardzo dobry                        Film jest na prawdę dobry, bardzo podoba mi się to, że zostały w nim ujęte najważniejsze wątki z pierwszej części. Gra aktorów także bardzo dobra, jestem zaskoczona grą Dakoty, która oddała charakter postaci, ale również pomysł twórców film, którzy pokazali Ją jako zabawna dziewczynę, nie tylko jako onieśmieloną kobietę wyglądem Greya. Dla Dornana oklaski, podobało mi się odtworzenie roli głównego ...              ",62.0,64.0,22.0
