index,emotion,rate,text,detectedEmotion,correct_guess,score,text_length,text_length_bin
1088,positive,8.0,"[niestety, wsadzić, na, miejsce, wiek, taki, film, jak, jaka, czy, być, przynajmniej, umieć, docenić, taki, film, tam, tama, maić, maja, mieć, średni, średnia, ponad, ale, tu, dzieciak, atakować, co, widać, wiek, dawać, jeden, beznadziejny, film, prawda, być, taka, taki, że, taki, taka, powinien, być, bycie, wiek, top, topić]",negative,False,0,342,34
1089,negative,1.0,"[być, on, nie, być, się, tylko, on, post, posta, donośnie, polskie, polski, system, oświata, jako, jaka, wykształcenie, wykształcić, statek, Nabuchodonozor, przez, mątwa, wiek, start, starcie, zetrzeć, rynek, praca]",negative,True,1,225,22
1090,negative,1.0,"[czy, histeria, nad, kicz, on, nie, być, elita, już, to, ten, elita, upośledzić, upośledzenie, jaki, profesor, ekonomia, ekonomie, religia, Azja, pisarz, profesor, literatura, pisać, móc, może, ojciec, ocean, ten, zboczony, zboczyć, Japończyk, co, to, ten, lubić, te, ten, ty, swój, swoje, zboczony, zboczyć, doprowadzać, przez, swoić, swój, chory, system, systema, do, samobójstwo, własne, własny, dziecko, późno, marzyć, on, imienia, im, imiesłów, się, aby, on, jeść, wskrzesić]",negative,True,1,508,50
1091,negative,1.0,"[jak, jaka, nisko, móc, upaść, tekst, wiek, na, duży, wielki, propozycja, brzmieć, Alo, Ali, Al, Ala, myśleć, myślić, że, mama, mieć, mamić, dobry, pokazać, pokazić, wy, palec, wy, dać, dacia, data, mi, ja, andante, me, mój, my, że, tam, tama, że, się]",negative,True,1,271,27
1092,positive,9.0,"[ten, film, trzeba, oko, człowiek, rok, teraz, to, ten, można, możny, obrażać, że, to, ten, być, coś, czego, co, jeszcze, wcześnie, wczesno, on, nie, być, taka, tak, samo, sam, być, wziąć, to, ten, pod, dać]",positive,True,1,221,22
1093,positive,7.0,"[taka, taki, wysoki, ocena, film, być, tam, tama, biegać, po, ściana, unikać, bajeczka, jaki, jaka, Men, inaczej, in, łyko, łykać, łyk, jakiś, piguła, potem, pot, to, ten, mój, mieć, być, bycie, on, nie]",positive,True,1,216,21
1094,positive,10.0,"[jeden, nieliczny, nieliczni, film, który, zobaczyć, wiek]",negative,False,0,60,6
1095,positive,10.0,"[on, nie, być, film, on, nie, być, film, który, móc, dać, bardzo, wiedzieć, skąd, si, brać, cały, ten, szumieć, szum, wokół, ten, po, prosty, dobrze, skroić, kino, kina, ciekawy, ale, bynajmniej, on, nie, odkrywczy, sprawnie, zrealizować, choć, efekt, specjalny, wcale, on, nie, oszałamiać, Reeves]",negative,False,0,315,31
1096,positive,10.0,[],negative,False,0,2,0
1097,positive,9.0,"[soundtrack, piosenka, który, lecieć, gdy, wszystek, wszyscy, Morfeusz, przenosić, się, do, by, jechać, do, wyroczny, wyrocznia, czy]",positive,True,1,138,13
1098,negative,3.0,"[pomieszać, pomieszanie, SF, tanieć, tanio, tani, akcja, nieudolny]",negative,True,1,69,6
1099,positive,8.0,"[nisko, wiek, jak, jaka, widzieć, ten, film, pierwszy, raz, lato, rok, to, temu, ten, to, ten, go, on, wzgląd, względem, tamten, czas, pierwotny, częsty, część, pierwsza, pierwszy, on, nie, naciągać, kontynuacja, wszechobecny, przesyt, SF, wiek, kolejny]",negative,False,0,263,26
1100,negative,1.0,"[podłączyć, wtyczka, do, miłośnik, prawdziwy, wiek, który, treść, powinien, powinny, przynajmniej, dorównywać, formia, forma, Lem, Dick, i tak dalej, oceniać, to, ten, gniot, na, brak, treść, treści, przesłać, przesłanie, przesłaniać, nawet, sekunda, schematyczny, prostacki, banalny, ten, ta, pompatyczny, obejrzeć, do, koniec, mima, mimo, trzeba, to, ten, przyznać, ciekawy]",negative,True,1,397,39
1101,negative,1.0,"[Złota, Malina, dla, Moss, Reeves, taka, taki, gra, aktorski, te, ten, ty, dwa, drewno, drewny, on, nie, dostały, dostać, Janusz, się, powiedzieć, że, to, ten, być, dobre, dobry, aktorstwo, Janusz, wiek, to, ten, uwierzyć, jak, jaka, Janusz, ogarnąć]",negative,True,1,260,26
1102,positive,10.0,"[akcja, jeszcze, raz, akcja, scena, akcja, jaki, widzieć, wiek, żyć, życie, to, ten, jeden, dobry, film, jaka, jak, jaki]",positive,True,1,125,12
1103,positive,9.0,"[były, być, agent]",negative,False,0,20,2
1104,positive,9.0,"[podłączyć, do, matrix, ginąć, oda, od, pocisk, do, fan, film, sam, on, nim, być, ja, miąć, ten, ta, jeden, jednać, fundamentalny, sprawiać, że, wydarzenie, wydarzyć, wiek, matrix, stajać, stawać, staja, się, taka, tak, realny, że, móc, umrzeć, oda, od, pocisk, wiek, świat, taka, tak, to, ten, co, wiek, sytuacja, kiedy, on, nie, zobaczyć, strzał, on, nie, usłyszeć, on, nie, poczuć, być, na przykład, mocno, być, przecież, podłączyć, na, stały, stała, jak, jaka, lud, człowiek, ludzie]",positive,True,1,521,52
1105,positive,8.0,"[jeden, połów, połowa, dziś, po, raz, jak, jaka, pewnie, wiele, przyznać, że, sam, być, zdziwić, zdziwiony, ten, dwa, matrix, rzeczywistość, ale, pierwsza, pierwszy, druga, drugi, połowa, około, do, moment, program, treningowy]",positive,True,1,239,23
1106,positive,10.0,"[Wachowski, LSD, kiedyś, na, tym, ten, to, forum, czytać, że, Wachowski, pisać, scenariusz, do, to, ten, arcydzieło, podczas, podróż, podróża, jednak, on, nie, móc, nigdzie, znaleźć, który, by, potwierdzić, że, to, ten, prawda, ktoś, się, obić, ojciec, ocean, ucho, to, ten, podchodzić, do, to, ten, temat, lekki, dystans, ale, po, obejrzeć, sam, już, on, nie]",positive,True,1,381,38
1107,positive,10.0,"[film, to, ten, film, to, ten, żart, pół, poła, póła, serio, seria, traktować, go, on, jako, jaka, swój, rodzaj, dokument, ojciec, ocean, żyć, życie, raz, obejrzeć, wiek, wieko, wiek, wieko, wiek, odkrywać, wiek, on, nim, coraz, duży, wielki, go, on, raz, alba, albo, to, ten, klasyczny, przykład, jak, jaka, można, możny, połączyć, wspaniały, efekt, specjalny, rozbudować, ciekawy, dawać, do, myśleć, myślenie, myślić, fabuła, oraz, dobry, akcja, scena, walka]",negative,False,0,490,49
1108,negative,1.0,"[Syjon, Syjona, wiek]",negative,True,1,21,2
1109,positive,8.0,"[film, mój, moje, dzieciństwo, film, bardzo, wciągać, ujmujący, ujmować, oczywiście, on, nie, przejść, bez, beza, oglądać, go, on, kilkanaście, raz, wszystek, częsty, część, zająć, na, długi, godzina, film, po, prosty, bombowy]",negative,False,0,246,24
1110,positive,7.0,[],negative,False,0,2,0
1111,negative,1.0,"[być, wiek, moi, moja, mój, moje, zdjąć, zdjęcie, do, profil, Jaques, Jacques, motyw, znajdować, znajdywać, się, na, moi, moja, mój, moje, blog]",negative,True,1,153,15
1112,positive,6.0,"[tyle, tyli, tył, bardzo, nadawać, się, ten, film, na, mima, mimo, iż, na, ekran, laptop, to, ten, efekt, były, być, dobrze, złożyć, złożony, fabularnie, taka, taki, być, moja, mój, do, to, ten, Vera, nica, być, bardzo, fajny, aktor]",positive,True,1,247,24
1113,positive,7.0,"[Moss, cały, wzgląd, na, Moss, całość, przypominać, mi, ja, skrzyżować, skrzyżowanie]",positive,True,1,94,9
1114,negative,1.0,"[Hugo, Hugo, aktor, przypaść, bardzo, do, gust, się, podobać, podoba, grać, gra, wcielić, się, taka, tak, doskonale, wiek, postać, Morfeusz, że, mama, mieć, mamić, wrazić, wrażenie, że, ten, ta, rola, przylgnąć, do, pewność, być, to, ten, najbardziej, barwny, postać, cały, trylogia, najbardziej, utalentowany, wat, odrobina, mniejszy, mały]",negative,True,1,363,36
1115,positive,10.0,"[zasnuć, niebo, ciekawić, ciekawy, czym, co, jak, jaka, zasnuć, niebo, aby, odciąć, maszyna, oda, od, energia, zdanie, zdać, to, ten, strasznie, głupi, że, bez, beza, słońce, on, nie, mój, mieć, roślina, bez, beza, roślina, on, nie, mój, mieć, zwierzę, on, nie, mój, mieć, działanie, działać, skazać, cały, planeta, na, za, samo, sam, to, ten, powinien, się, obniżyć, ocena]",positive,True,1,401,40
1116,positive,10.0,"[wrócić, koncert, finałowy, musić, musza, musieć, przyznać, że, on, nie, doceniać, móc, uwierzyć, że, kiedyś, ten, film, średnio, mi, ja, się, który, robić, napis, do, ten, wersja, powinien, publicznie, przeprosić, dosłownie, imię, bohater, to, ten, taka, tak, pomoc, próbować, zniszczyć]",positive,True,1,310,31
1117,positive,9.0,"[to, ten, służba, specjalny, tajny, organizacja, prawda, film, przesłać, przesłanie, ale, wiedzieć, czy, być, to, ten, film, fabularny, czy, ukryć, przed, cenzura, dokumentalny]",negative,False,0,185,18
1118,positive,9.0,[fan],negative,False,0,5,0
1119,positive,10.0,"[na, zgromadzić, ostatnie, ostatni, czas, najść, ja, miąć, myśleć, myśl, myślić, moja, mój, zwyrodniać, zwyrodnieć, zwyrodniały, wyobraźnia, kotłować, się, kiedy, siedzieć, na, kolano, kolanin, taka, tak, kobieta, trzymać, na, szal, szala, jej, on, Cała, traktować, ojciec, ocean, świadomość, więc, na, uważać, że, gwałt, na, być, gwałt, czy, tylko, nic, nica, on, nie, znaczyć, znaczący, zmiana]",negative,False,0,430,43
1120,positive,9.0,"[soundtrack, matrix, wymiatać, wszelki, inny, to, ten, dobry]",positive,True,1,62,6
1121,positive,9.0,"[to, ten, możliwy, możliwe, że, już, na, DVD, się, pojawić, jednocześnie, wiek, kino, kin, kina, jeszcze, go, on, puszczać, ktoś, pamiętać, czy, była, były, być, taka, taki, sytuacja, coś, kojarzyć, że, być]",positive,True,1,225,22
1122,positive,9.0,"[po, raz, pierwszy, być, naprawdę, nietypowy, mi, ja, się, to, ten, zmuszać, widz, do, to, ten, on, nie, zdołać, ogarnąć, zrozumieć, to, ten, się, on, nie, dłuż, dłużyć, choć, do, krótki, on, nie, należeć, dobro, dobra, dobry, rad, rada, wiek, czas, seans, pochłonąć, dwa, duży, duha, cola, dwa, duży, duha, opakowanie, opakować, jeszcze, zjeść, koleżanka, zrobić, zrób, zapas, zapasy, przed, film, kiedy, oglądać, ten, film, już, drugi, drug, raz]",negative,False,0,481,48
1123,positive,9.0,"[taki, taka, przeciętny, filmik, ojciec, ocean, tym, ten, to, jak, jaka, koleś, przez, lato, rok, małe, mały, mała, młotek, wykuć, się, wiek, więzienny, mur, kanał, przez, on, uciec, na, pierwszy, pierwsze, pierwsza, lud, człowiek, ludzie, bez, beza, mózg, tu]",negative,False,0,272,27
1124,positive,9.0,"[sąd, co, łącze, łączyć, te, ten, ty, trzy, film, przez, cały, latać, rok, lato, zajmować, mocny, pozycja, wiek, pierwsza, pierwszy, setka, ranking, dobrze, ocenić, taka, taki, sytuacja, mieć, miejsce, aż, do, Maj, Maja, Oda, to, ten, moment, dzienić, dzienia, dzień, dzienie, po, dzień, tydzień, po, tydzień, średni, średnia, ocena, ten, film, zacząć, systematycznie, się, wat, efekt, czego, co, wiek, przeciąg, zaledwie, kilka, miesiąc, te, ten, ty, trzy]",positive,True,1,481,48
1125,positive,7.0,[],negative,False,0,2,0
1126,positive,9.0,[koncepcja],negative,False,0,11,1
1127,positive,7.0,"[efekt, specjalny, czy, złożyć, złożony, fabuła, kilka, ten, temat, tutaj, on, nie, mieć, miał, gdzie, się, wypowiedzieć, bo, większość, to, ten, kłótnia, dziecko, ojciec, ocean, to, ten, kto, być, głupi, kto, ja, miąć, być, dobre, dobry, przedstawić, wiek, on, nim, być, na, wysoki, najwyższy, musić, musza, musieć, tu, przypominać, że, to, ten, zaliczać, się, do, kilka, film, który, podniosły, podnieść, dość, wysoko, poprzeczka, jeśli, chodzić, ojciec, ocean, efekt, specjalny]",negative,False,0,518,51
1128,negative,1.0,"[on, nie, wiedzieć, jak, jaka, tu, miedza, czytać, jak, jaka, to, ten, wyrazić, aby, nikt, on, nie, no, pewnie, oda, od, bardzo, dla, wszystek, wszyscy, jak, jaka, zwykle, wiek, dzisiejszy, dzisiejsi, być, Alo, Ali, Al, Ala, to, ten, on, nie, oto, grać, gra, by, najmniej, mało, chodzić, biegać, ojciec, ocean, to, ten, aby, ja, miąć, aktor, lub, lubić, aktorka, oszukać, taka, tak, wierzyć, wiek, to, ten, że, ja]",negative,True,1,428,42
1129,positive,8.0,"[to, ten, teraz, mama, mieć, wiek, pater, co, mówić, rządzący, rządzić, popierać, on, mainstreamowy, media, medium, jaki, jak, jaka, być, rzeczywistość, to, ten, myśleć, myślić, że, żyć, wiek, dwa, inny, równoległy, to, ten, naprawdę, świetny, ponadczasowy, film]",positive,True,1,285,28
1130,positive,8.0,"[spojrzeć, na, stroić, strój, nic, niczym, sutanna, ksiądz, chyba, reprezentować, zakonnica, Morfeusz, to, ten, chyba, sam, Papieże, alba, albo, jeden, kardynał]",negative,False,0,168,16
1131,negative,4.0,"[Wachowski, jak, jaka, kręcić, to, ten, była, były, być, jeszcze, polityczny, to, ten, jednak, drogi, droga, za, każdy, razem, raz, ten, film, wydawać, mi, ja, się, coraz]",negative,True,1,179,17
1132,positive,10.0,"[on, nie, odpowiadać, dzieciak, dawać, ci, ten, ty, maximum, te, ten, ty, ocena, dla, niedojrzały, gust]",negative,False,0,107,10
1133,positive,10.0,"[miejsce, wiek, ranking, to, ten, jakiś, kpina, teraz, być, na, miejsce, wiele, to, ten, mówić, ojciec, ocean, użytkownik, to, ten, on, nie, mówić, że, to, ten, wspaniały, film, wiek, dzieje, kinematografia, ale, wiek, pierwsza, pierwszy, setka, powinien, się, pojawić, bez, beza, mrugnięcie, mrugnąć]",positive,True,1,315,31
1134,positive,8.0,"[by, seria, na, to, ten, ostatnio, puszczać, dawno]",negative,False,0,52,5
1135,positive,10.0,"[wiek, tv, telewizja, na]",negative,False,0,25,2
1136,negative,1.0,"[nazwa, tytuł, wiele, Jaques, Jacques, tytuł, taki, taka, wat, sum, suma, powinien, być, bycie, mix, oda, od, zmiksować, pomysł, zaczerpnąć, inny, film, tenże, też, wiele, się, dwa, że, być, to, ten, bardzo, ciekawy, interesujący, interesować, film, druga, drugi, drug, że, być, to, ten, jeden, wielki, cyrk, na, kółka, kółko, realizm, równe, równy, okazały, okazać, się, prawda, hipoteza, numer, że]",positive,False,0,426,42
1137,positive,7.0,"[móc, być, bycie, taka, tak, piękno, pięknie, zmarnować]",negative,False,0,61,6
1138,positive,9.0,"[gdyby, matrix, to, ten, czy, wygodnie, wiek, matrix]",negative,False,0,53,5
1139,positive,10.0,"[nadinterpretacja, Wachowski, zrobić, kolejny, film, ojciec, ocean, walec, walka, walc, maszyna, człowiek, ludzie, udać, udany, go, on, na, świat, informatyk, informatyka, wiek, postać, stary, stara, spróchniały, babka, babki, co, pali, pala, pal, palić, fajka, robić, ciasteczko, oraz, nazwa, co, niektóry, bohater, po, prosty, niszczyć, lud, człowiek, ludzie, do, dziś, rozwodzić, się, nad, tym, ten, to, prosty, prosta, film, wymyślać, historia]",negative,False,0,465,46
1140,positive,9.0,"[się, teoria, świat, Syjon, Syjona, ostatnie, ostatni, ludzki, miasto, to, ten, taka, tak, naprawdę, drugi, drug, poziom, komputerowy, symulacja, stworzyć, przez, maszyna, by, uśpić, czujność, ofiara, stworzyć, złudzić, złudzenie, wygrany, wygrana, wygrać, interpretacja, dodatkowo, wyjaśniać, moc, moka, który, zdobyć, wiek, pod, koniec, częsty, część, drugi, druga, likwidować, mesjanistyczny, wątek, zostawiać, czysta, czysty]",negative,False,0,453,45
1141,positive,10.0,"[sam, superlatyw, za, co, taka, tak, polubić, zarówno, przez, efekt, na, pewno, skupiać, swoić, swój, uwaga, na, dobrać, dobrany, ale, nic, nica, zapewniać, nic, nica, on, nie, drążyć, korytarz, wiek, umysł, jak, jaka, gdyby, się, taka, tak, to, ten, faktycznie, film, zawierać, ogromny, ilość, wątek, symbolika, religia, czy, to, ten, wiek, całość, być, na, pewno, on, nie, lada, wyzwanie, wyzwać]",negative,False,0,419,41
1142,negative,5.0,"[być, zwyczajnie, za, efekt, specjalny, wiek, pełnia, pełny, pełnić, zasłużony, zasłużona, zasłużyć, ale, ten, film, on, nie, oferować, nic]",positive,False,0,153,15
1143,positive,10.0,"[dno, dna, widzieć, tu, sporo, spora, niepochlebny, chcieć, być, bycie, nigdy, krytyk, bo, jeśli, mój, mieć, to, ten, polegać, na, tym, ten, to, że, oglądać, film, być, wiek, stan, stać, stanąć, skupić, się, jedynie, na, on, wad, wada, to, ten, bardzo, wiedzieć, czy, świadczyć, to, ten, ojciec, ocean, tym, ten, to, że, mój, poziom, inteligencja, być, znacznie, niski, oda, od, to, ten, typ, osoba, ale, moi, moja, mój, moje, zdanie, zdać, film, to, ten, dzieło, sztuk, sztuka, na, który, on, nie, można, możny, patrzeć, oko]",negative,False,0,555,55
1144,positive,10.0,"[Wachowski, on, nie, grać, czyściciel, okno, to, ten, dokładnie, na, zdjęcia, zdjęcie, HyperText Transfer Protocol]",negative,False,0,120,12
1145,positive,6.0,"[Muzyk, Muzyka, zainteresowana, zainteresować, zainteresowany, na, oficjalny, strona, festiwal, przeczytać, móc, że, finał, trzydniowy, impreza, się, właśnie, pod, znak, wykonać, wykonanie, honorowy, dyrygent, być, kompozytor, muzyk, muzyka, Don, finałowy]",positive,True,1,267,26
1146,negative,3.0,"[film, film, to, ten, klasyka, klasyk, to, ten, film, być, taka, tak, dopracować, mi, ja, urywać, jak, jaka, grozić, to, ten, my, wiek, jaka, jak, jaki, być, to, ten, ukazać, to, ten, juz, chyba, on, nie, mucha, muszy, musza, prawda]",negative,True,1,239,23
1147,positive,9.0,"[matrix, żyć, już, trochę, trocha, na, tym, ten, to, świat, mama, mieć, mamić, wrazić, wrażenie, że, ten, świat, to, ten, matrix]",negative,False,0,140,14
1148,positive,9.0,"[być, wiek, Titanic, jakiś, bajka, zrobić, wiek, trójwymiar, to, ten, teza, być, hit]",negative,False,0,90,9
1149,positive,8.0,"[do, obejrzeć, miniserial, polski, grupa, go, on, znaleźć, na, blog, kropka, bez, beza, nawias, blog, kropka, bez, beza, nawias, plac, lub, lubić, na, kanał, TV, wiek]",negative,False,0,172,17
1150,positive,8.0,"[co, taka, taki, wysoki, zasługiwać, na, góra]",positive,True,1,49,4
1151,positive,9.0,"[to, ten, za, okropny, plakat, plakata]",negative,False,0,39,3
1152,positive,10.0,"[powtarzać, że, oda, od, koniec, pierwsza, pierwszy, częsty, część, wzwyż, filozofia, grafik, grafika, iść, id, wiek, wczoraj, obejrzeć, wciąż, być, to, ten, sam, Wachowski, rządzić]",negative,False,0,197,19
1153,positive,9.0,"[być, dużo, więcej, akcja, to, ten, dać, jak, jaka]",negative,False,0,55,5
1154,positive,8.0,[skorzystać],negative,False,0,13,1
