comments,emotion,rate
"Czuć już bardzo zmęczenie materiału. Dodajcie do tego cieniutką fabułkę i garść nieszczególnych gagów, a nawet charyzma McCarthy nie uciągnie filmu.",negative,3.0
"Żenujący humor, nudna fabuła w której nie ma nic interesującego i źle zagrane postacie w których prym bierze tytułowa ""Szefowa"" sprawiają, że obejrzenie filmu w całości przychodzi z wielkim trudem.",negative,2.0
"Żenujący, praktycznie nieśmieszny i schematyczny.",negative,2.0
Kino najwyższej próby.,positive,10.0
"Moim częstym przytykiem do dokumentów jest fakt, że kamera zmusza ludzi do kreowania swojego wizerunku. Tu ten fakt jest atutem - mordercy próbują zachowywać zimną krew, chcą wypaść dobrze i wiedzą, że najgorsze co mogą zrobić, to przerwać wywiad. Są uwięzieni w filmowych kadrach.",positive,9.0
"Po raz drugi, tym razem w bardziej osobistej, jednostkowej perspektywie.",positive,8.3
"Oprócz tego, że jest wybitnym, poruszającym do głębi dziełem sztuki, zmusza do myślenia, zaskakuje i długo nie pozwala o sobie zapomnieć.",positive,8.3
Rozrachunek z brutalną przeszłością w formie niemal medytacyjnej.,positive,8.2
"Choć ""Scena ciszy"" może widza zmęczyć, nawet trochę znużyć, to warto poświęcić chwilę czasu na tę pozycję, bowiem jak dobrze wiemy - historia lubi się powtarzać, a żeby tego uniknąć, trzeba być bogatszym w doświadczenia poprzedników.",positive,8.0
"Jest idealnym dopełnieniem pierwszego filmu z tej serii. Można wręcz powiedzieć, że jest to kropka nad i, która całkowicie zamyka temat ludobójstwa i Indonezji.",positive,8.0
Po obejrzeniu tego swoistego dokumentalnego sequela nie sposób jednak nie myśleć o nim jako o filmie równie potrzebnym. A także - równie dobrym.,positive,8.0
"Wnikliwa analiza zła, którego dopuszczają się zwykli ludzie.",positive,8.0
"Szokuje swoją bezpośredniością i postawami ludzi, którzy są odpowiedzialni za zbrodnie.",positive,7.0
"Jest zatem tylko znakomitym dodatkiem do lektury obowiązkowej, jaką była ""Scena zbrodni"".",positive,6.7
"Z tych traumatycznych konfrontacji nie płynie żaden ciekawy, wartościowy wniosek.",negative,4.0
"Chociaż działania bohaterów nie są tak godne pochwały jak te ukazane w ""Spotlight"", to nie da się ukryć, że ""Niewygodna prawda"" jest filmem ciekawszym od tegorocznego laureata nagrody Amerykańskiej Akademii Filmowej. Film Vanderbilta jest produkcją bardziej filmową, obrazem nasączonym większym napięciem, bardziej zróżnicowanym emocjonalnie.",positive,7.5
"Vanderbilt trafia w punkt. Bywają momenty, gdy jego wywód o współczesnym dziennikarstwie ociera się o łopatologię, lecz przedstawiona historia nie wytraca przez to swej mocy.",positive,7.0
"Wartki dramat w rytmie pośpiesznie prowadzonego dziennikarskiego śledztwa, w którym obrazowo odmalowuje się reguły panujące w dzisiejszym dziennikarstwie.",positive,7.0
"Nie porywa, ale to solidne kino z dobrym aktorstwem, które warto zobaczyć - chociażby dla świetnej Cate Blanchett.",positive,7.0
Ogląda się to z zainteresowaniem i poruszeniem. Dobre kino.,positive,6.7
"Jest warta uwagi, konsekwentnie budując napięcie, angażuje uwagę widza aż do samego końca.",positive,6.7
"Wciągający film o pracy dziennikarzy w stylu ""Spotlight"".",positive,6.7
Całkiem przeciętny obraz ratują jednak świetne kreacje aktorów.,positive,6.0
"Blanchett radzi sobie doskonale, odnajduje dobrego partnera w postaci Roberta Redforda, jednak nie jest w stanie zamazać niedostatków fabuły. Bardzo niewyraźna ta prawda.",negative,5.5
"Ostatecznie obraz zawodzi. Z jednej strony zawiniły braki w umiejętnościach reżysera, z drugiej jego niepewność, co zrobić z takim materiałem.",negative,5.0
"Pomimo świetnego aktorstwa ze strony całej obsady, ""Niewygodna prawda"" nie dorównuje wykonaniem ani ""Spotlight"" ani ""Wszystkim ludziom prezydenta"".",negative,5.0
Mimo swoich wad na jesienną pluchę może wystarczyć.,negative,5.0
"Miłośnicy Roberta Redforda niczego nowego nie zobaczą, a fani ""Wszystkich ludzi prezydenta"" raczej nie będą zachwyceni.",negative,5.0
"Ogląda się, mimo wszystko, nieźle, trudno jednak pozbyć się wrażenia, że film ten mógł być znacznie ciekawszy.",negative,5.0
"Dużo słabszy ""Spotlight"".",negative,5.0
"Brakuje zarówno intelektualnej i formalnej dyscypliny ""Spotlight"", jak i bezpretensjonalności ""Ocean's Eleven"". Tak rozdarty film trudno docenić za coś więcej niż ambicje twórców.",negative,5.0
"Wyprany z emocji, rażący swoją naiwnością, sztucznością i pretensjonalnością.",negative,4.0
"Dramatyczna historia opowiedziana została w filmie w ciekawy, przemawiający do wyobraźni, rozpalający emocje, a mimo wszystko subtelny sposób.",positive,8.3
"Reżyser odrzuca wielkie słowa i epickie narracje, właściwe filmom spod znaku II wojny światowej, a zamiast tego zajmuje się człowiekiem, jego wewnętrznym mikrokosmosem w określonym tu i teraz.",positive,8.0
"To, co jednak robi największe wrażenie, oglądając film Rogalskiego, to swego rodzaju idylliczny świat, jaki udało się stworzyć na ekranie reżyserowi.",positive,8.0
"Wielkie, małe kino. Film, który pomimo pozornego spokoju, bardzo mocno uderza w człowieka.",positive,8.0
Zdecydowanie wart jest uwagi.,positive,7.5
"Dawno nie widziałem tak mocnego filmu, który nie pokazuje wszystkiego wprost, unika patosu i pokazuje normalne życie w okupowanej przez Niemców Polsce. Bez słodzenia, upiększania, ale i przesadnego tarzania się w gównie, błocie oraz piachu, a to już jest coś, co należy docenić.",positive,7.0
"Nie powiem, że film uważam za objawienie, ale na pewno przyznam, że zrobił na mnie wrażenie swoim niewymuszonym charakterem i delikatnym podejściem do tematu, pewne sprawy po prostu przemilczając. Historia inicjacyjna z wątkiem miłosnym w tle, ale zrobiona z klasą i wyczuciem.",positive,7.0
"Przygnębiający, brutalny, smutny, choć zaskakująco spokojny i cichy film. Pięknie nakręcony, prawie pozbawiony muzyki, co tylko dodaje mu sił, bo oddziałuje na nasze emocje jedynie obrazem.",positive,7.0
Powiew świeżości w skostniałym kinie wojennym.,positive,7.0
"Skromny, ale niczego mu nie brakuje.",positive,7.0
"Ostentacyjnie nieefektowne, wypełnione obrazami dziecięcych rytuałów, wygrane bez emfazy, pełne delikatnych gestów.",positive,7.0
"Siłą ""Letniego przesilenia"" są młodzi aktorzy z Urszulą Bogucką na czele.",positive,6.7
"Wiarygodny, choć niezbyt oryginalny.",positive,6.7
"To nie jest też produkcja, która w pełni satysfakcjonuje fabularnie, ale pozwala na chwilę całkowicie zanurzyć się w niezwykle trudnej rzeczywistości.",positive,6.7
"Twórcom zabrakło chyba odwagi, by coś mocniej zaakcentować, nie przekonuje też tchnąca sztucznością scenografia, co nie znaczy, że nie pojawią się głosy o uprawianiu pedagogiki wstydu.",positive,6.7
Dobra próba prezentacji dojrzewania w wojennych czasach.,positive,6.5
Cicha opowieść o utraconych chwilach szczęścia.,positive,6.0
"Zaledwie przeciętne kino, które zapewnia niewiele emocji.",negative,5.0
"Wszystko jest wyrachowane, ugrzecznione i skrojone pod gusta ""europejskiego widza"" wychowanego w dyktaturze tolerancjonizmu.",negative,5.0
Rodzice też będą się dobrze bawić.,positive,6.7
"Wychodzi z tego całkiem niezła zabawa, chociaż mało odkrywcza i zaskakująca.",positive,6.0
"Choć momentami naprawdę udane, ekranowe przygody ""Ratcheta i Clanka"" pozostają jedynie bladym cieniem swoich poprzedników.",positive,6.0
"Choć Ratchet i Clank nieco wybija się na tle innych ekranizacji gier, które są w stanie dryfować już naprawdę blisko dna, na pewno nie można o nim mówić jako o filmie dobrym.",negative,5.4
Bardzo przeciętna animacja.,negative,5.3
"Odebranie interaktywności, wypełnienie powstałych luk słabymi żartami najniższych lotów sprawiło, że interesująca historia dwójki bohaterów dużo traci.",negative,5.0
"Nie jest to film zły, ale starsi widzowie nie mają tu czego szukać.",negative,5.0
"Pośród filmów o ambitnych kurczakach, gadających kotach, uroczych mamutach i innych wypuszczanych z fabryki tworów, Ratchet i Clank są równie sympatyczni co niepotrzebni, stanowiąc raczej ciekawostkę dla fanów niż nową kultową ""kreskówkę"".",negative,5.0
Animacja zupełnie bezduszna niewykorzystująca nawet połowy potencjału bohaterów i wykreowanego przez Insomaniac Games świata.,negative,4.0
Idealny przykład jak fajny film można zabić złym tłumaczeniem.,negative,4.0
"Widz chwilami ma wrażenie, że ogląda komputerowo animowany serial telewizyjny albo też cut-scenki wyjęte z gry, nieco tylko podrasowane.",negative,4.0
"Chociaż ""Łowcy miodu"" są filmem prostym, miejscami kiczowatym, to jednak uczciwym.",positive,7.0
"Takie pro-ekologiczne, zaangażowane filmy są ważne i potrzebne.",positive,6.7
"Ktoś, kto nie jest wielkim miłośnikiem owadów, nic szczególnego w ""Łowcach miodu"" nie znajdzie.",negative,3.3
"Snuje się niespiesznie, wspaniale zainscenizowane sceny zbiorowe przeplatają się precyzyjnie portretowanymi sekwencjami rodem z teatru.",positive,6.7
Dla autora i fanów gatunku.,negative,5.0
Może sprawiać pewną przyjemność.,negative,5.0
Zatrważająco niski poziom.,negative,4.0
"W żadnym razie nie jest wielobarwnym widowiskiem pobudzającym estetycznie i intelektualnie. Przypomina raczej szklankę z wodą, w której wypłukiwano pędzle pokryte farbami o wszystkich kolorach tęczy.",negative,3.0
"Szybko rzuca się w oczy, że debiutujący reżyser bardzo mocno postawił na samą historię i dopracował ją w najmniejszym detalu. Scenariusz jest tu na tyle dobry, że twórcy nie muszą się silić na odwracanie naszej uwagi za pomocą formalnych trików czy efektów specjalnych.",positive,10.0
"Przy pomocy kolejnego westernu, gatunku jeszcze pozostawiającego ślady życia, reżyser wciąż potrafi dać nam wielkie kino. Nie jest one jednak zbudowane na fabule, ale na każdym detalu, każdej linijce skryptu pozornie zwyczajnej, ale w rękach osoby czującej ten gatunek prosta opowieść zamienia się w małe dzieło sztuki filmowej.",positive,9.0
"Rewelacyjne zdjęcia Benji Bakshi'ego malują fabułę w sposób godny mistrzów tej sztuki, scenariusz idealnie prowadzi postaci, oddając ich charakter, przy okazji bardzo zręcznie przemyca wątki fabularne i merytoryczne w dialogach, zaś nienachalna i skromna w wyrazie ścieżka dźwiękowa podkreśla surowy klimat prawdziwie Dzikiego Zachodu.",positive,9.0
Błyskotliwy horror na Dzikim Zachodzie. Tarantino idź na emeryturę!,positive,8.3
Zahler stworzył klimat na zasadzie wspinania się na najwyższe piętro wieżowca.,positive,8.0
"Ciekawie niejednoznaczna obsada, barwne kreacje aktorskie, rewelacyjne zdjęcia autorstwa Benji Bakshi'ego, przywołujące reminiscencje tych z Poszukiwaczy Johna Forda, a to wszystko podparte epickimi dialogami, jak gdyby wyjętymi wprost z powieści Larry'ego McMurtry'ego Na południe od Brazos.",positive,8.0
"Nie zabrakło odrobiny naprawdę dobrego gore, lecz to stopniowane z wyczuciem napięcie oraz gęsty klimat grozy najbardziej przyciągają uwagę widza, pozwalając przymknąć oko na niedobór konkretnej akcji w środkowej części filmu.",positive,8.0
"Sukcesem ""Bone Tomahawk"" jest to, że został bardzo dobrze wyważony, tj. proporcje horroru i westernu nie mogły być lepsze.",positive,8.0
Angażujący widza mariaż westernu z kanibalistycznym horrorem.,positive,8.0
"Opowieść poważna i ponura, lecz bliska bohaterów, pełna empatii i zrozumienia, nawet dla mocno dwuznacznych, moralnie wątpliwych zachowań.",positive,8.0
Jeden z najciekawszych westernów od dłuższego czasu.,positive,8.0
"Rewelacyjny debiut S. Craiga Zahlera, w sposób zaskakujący łączący western z horrorem.",positive,8.0
"Odświeża opowieści o kowbojach, mieszając z kinem grozy, gdzie napięcie jest mocno odczuwalne. I mimo zaledwie dwóch milionów dolców budżetu, powstał jeden z najlepszych westernów ostatnich lat.",positive,7.5
"Jest to też próba ożywienia westernu i mimo, że to trochę Frankenstein poskładany z różnych kawałków, to jest zaskakująco świeży i witalny.",positive,7.0
"Wart zapamiętania, choć chwilami może niezgrabny. Widać stosunkowo niski budżet w scenografiach i plenerach. Nawiązania do kina B nie zawsze sprawiają wrażenie nawiązań, czasem to autentyczne niedoróbki. Z drugiej strony świeży wkład do stylistyki westernu jest nie do przecenienia.",positive,7.0
Z pewnością jeden z najlepszych debiutów i premier ostatnich miesięcy. Propozycja obowiązkowa dla fanów filmowych eksperymentów i nieszablonowych rozwiązań. Pozostali na cmentarzysko ludożerców niech nie wchodzą. Póki życie im miłe.,positive,7.0
Mała perełka dla fanów.,positive,7.0
"Bezczelny, niebezpieczny i naprawdę kwalifikujący się do obserwacji na oddziale psychiatrycznym, film o najdzikszym zachodzie - fantastycznie sowizdrzalski.",positive,7.0
"Nie zawraca sobie głowy ""historycznym realizmem"", który koniec końców zawsze pozostaje nieweryfikowalnym konceptem. Zamiast prawdy o niedostępnej rzeczywistości, zamierza się na prawdę o opowieści.",positive,7.0
"Mieszanka westernu, gore i czarnej, nieco absurdalnej komedii. Ciekawe połączenie, choć danie z pewnością nie dla wszystkich.",positive,6.7
"Jest jedną z tych produkcji, które próbują odmitologizować western poprzez zerwanie ze schematami klasycznego amerykańskiego gatunku filmowego. Próbę tę można uznać za udaną, ale o jakimkolwiek nowatorstwie nie ma tu mowy.",positive,6.0
"Dziki Zachód, jak widać, wciąż inspiruje reżyserów, choć obecnie jest to zazwyczaj Bardzo Dziki Zachód.",negative,5.0
"Zadziwiająca, miejscami niestrawna mieszanka westernu, czarnego humoru oraz kina gore.",negative,5.0
"Postaci są nieźle nakreślone, dobrze zagrane i mają parę świetnych dialogów, ale film jest ciut zbyt rozwlekły, skokowo brutalny i bywa nielogiczny.",negative,5.0
Scenariusz na pierwszy rzut oka wygląda na całkiem dobry. Niestety wraz z postępem akcji okazuje się coraz bardziej bezsensowny i absurdalny.,negative,3.3
Tykająca emocjonalna bomba. Wielkie kino!,positive,10.0
Szokuje realizmem i szczerością w ukazaniu żegnania się ze światem z godnością. Przykuwa uwagę niespotykaną charyzmą i prawdą aktorską Tima Rotha. Wygrywa gubiąc tropy i wadząc się z widzem. Autentycznie miażdży.,positive,8.3
"Niezwykle przejmujące i pełne dramatu dzieło, które urzeka nas swoją prostotą prowadzenia akcji jak i niezwykłą głębią opowieści.",positive,8.0
Pozostaje doświadczeniem absolutnie przeszywającym i niezapomnianym.,positive,8.0
"Złowieszczy nastrój budowany przez długie, zimne ujęcia, wszędobylską ciszę i oszczędne aktorstwo przełamywany jest ściskającymi za serce scenami, w których David i jego aktualny pacjent spędzają ze sobą wspólne chwile.",positive,8.0
Na długo nie pozwala o sobie zapomnieć.,positive,8.0
"Michel Franco unika w swoim filmie pretensjonalności i melodramatyzmu. Historia opiekuna - obserwatora odchodzących jest bardzo wyważona, momentami wręcz zimna.",positive,8.0
"Kino subtelne, niemal przezroczyste, pozbawione ckliwości i przesadnej melodramatyczności.",positive,8.0
